com.samsung.health.nutrition,6307003,6
magnesium,potassium,create_sh_ver,vitamin_a,vitamin_c,vitamin_d,vitamin_e,vitamin_k,cholesterol,vitamin_b12,start_time,biotin,phosphorus,copper,custom,thiamin,folate,iodine,niacin,sodium,molybdenum,folic_acid,modify_sh_ver,dietary_fiber,total_fat,update_time,create_time,meal_type,caffeine,monosaturated_fat,protein,manganese,polysaturated_fat,iron,zinc,riboflavin,sugar,title,added_sugar,calories_from_fat,calcium,calorie,time_offset,deviceuuid,polyunsaturated_fat,saturated_fat,trans_fat,pkg_name,selenium,vitamin_b6,carbohydrate,unsaturated_fat,chloride,pantothenic_acid,datauuid,chromium
,37.0,62850050,0.0,10.7,0.0,,,0.0,,2025-01-02 07:21:54.892,,,,,,,,,365.0,,,62850050,3.0,11.1,2025-01-02 07:21:54.896,2025-01-02 07:20:47.788,100002,,0.0,9.1,,0.0,2.2,,,39.7,Lunch,0.0,,0.5,549.0,UTC-0800,3sHRV5oxWU,,2.0,0.0,com.sec.android.app.shealth,,,105.8,,,,8dcd311a-4b3b-4737-974b-a3cc2a87513f,,
,0.0,62900750,0.0,0.0,0.0,,,0.0,,2025-01-14 15:40:57.466,,,,,,,,,0.0,,,62900750,0.0,0.0,2025-01-14 15:40:57.467,2025-01-14 15:40:57.467,100001,,0.0,0.0,,0.0,0.0,,,0.0,Breakfast,0.0,,0.0,275.0,UTC-0800,3sHRV5oxWU,,0.0,0.0,com.sec.android.app.shealth,,,0.0,,,,26f048eb-89e0-49f3-a80b-4953ab8a5e28,,
,0.0,62900750,0.0,0.0,0.0,,,0.0,,2025-01-15 15:53:43.422,,,,,,,,,0.0,,,62900750,0.0,0.0,2025-01-15 15:53:43.424,2025-01-15 15:53:43.424,100001,,0.0,0.0,,0.0,0.0,,,0.0,Breakfast,0.0,,0.0,130.0,UTC-0800,3sHRV5oxWU,,0.0,0.0,com.sec.android.app.shealth,,,0.0,,,,2f1d4fe5-a343-4c69-aefc-952afdc5d345,,
,124.0,62930070,0.1,0.0,0.0,,,31.0,,2025-02-26 20:26:58.939,,,,,,,,,972.0,,,62930070,2.0,18.5,2025-02-26 20:26:58.944,2025-02-26 20:26:58.944,100001,,1.6,13.9,,1.0,2.2,,,10.5,Breakfast,0.0,,0.9,412.0,UTC-0800,u104vMWe/c,,10.2,0.0,com.sec.android.app.shealth,,,44.5,,,,3966344e-556f-4c1f-8b2b-00e100aad7d2,,
,210.0,62930070,0.0,0.0,10.0,,,5.0,,2025-02-27 19:17:52.495,,,,,,,,,65.0,,,62930070,3.0,0.0,2025-02-27 19:17:52.501,2025-02-27 19:17:52.501,100001,,0.0,15.0,,0.0,0.0,,,5.0,Breakfast,0.0,,11.5,90.0,UTC-0800,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,7.0,,,,d20df686-fd5b-4ab0-a2ca-ac941a7fb006,,
,60.0,62930070,0.0,0.0,0.0,,,81.0,,2025-03-03 20:28:05.308,,,,,,,,,297.5,,,62930070,3.0,3.0,2025-03-03 20:28:05.309,2025-03-03 20:27:36.470,100001,,0.0,15.0,,0.0,0.0,,,3.0,Breakfast,0.0,,0.0,390.0,UTC-0800,u104vMWe/c,,1.5,0.0,com.sec.android.app.shealth,,,72.0,,,,79dce4f7-51d6-4274-a153-c3e308c24d35,,
,975.5,62930070,2.3,126.2,0.0,,,0.0,,2025-03-03 22:52:23.414,,,,,,,,,190.0,,,62930070,6.6,0.1,2025-03-03 22:52:23.416,2025-03-03 22:52:23.416,100002,,0.0,4.8,,0.0,11.1,,,38.3,Lunch,0.0,,8.0,193.0,UTC-0800,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,45.9,,,,09a718d1-c24e-4009-ab3f-e406a0f81f0d,,
,563.0,62930070,3.1,154.8,0.0,,,0.0,,2025-03-04 19:02:37.666,,,,,,,,,12.0,,,62930070,6.2,1.6,2025-03-04 19:02:37.669,2025-03-04 19:02:37.669,100001,,0.0,2.7,,0.0,2.1,,,26.6,Breakfast,0.0,,8.5,150.0,UTC-0800,u104vMWe/c,,1.3,0.0,com.sec.android.app.shealth,,,33.5,,,,cfc5e7f5-5428-4669-a091-f81f06c55492,,
,0.0,62930070,0.0,0.0,0.0,,,131.0,,2025-03-05 19:55:55.987,,,,,,,,,307.5,,,62930070,3.0,21.0,2025-03-05 19:55:55.992,2025-03-05 19:55:55.992,100001,,0.0,29.0,,0.0,0.0,,,51.0,Breakfast,0.0,,0.0,790.0,UTC-0800,u104vMWe/c,,13.5,0.5,com.sec.android.app.shealth,,,120.0,,,,63ad6565-dcaa-4508-9017-7858c7ee7797,,
,320.0,62930070,26.7,10.0,35.0,,,0.0,,2025-03-08 04:57:05.812,,,,,,,,,335.0,,,62930070,3.0,4.5,2025-03-08 04:57:05.813,2025-03-08 04:57:05.813,100001,,2.0,4.0,,0.5,23.9,,,25.0,Breakfast,25.0,,44.6,220.0,UTC-0800,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,44.0,,,,e4ef0f74-0a3d-4024-aacf-39e3367339cb,,
,0.0,62930070,0.0,0.0,0.0,,,220.0,,2025-03-06 20:00:00.000,,,,,,,,,2700.0,,,62930070,15.0,50.0,2025-03-08 04:59:53.786,2025-03-08 04:59:53.786,100002,,0.0,61.0,,0.0,0.0,,,7.0,Lunch,1.0,,0.0,1225.0,UTC-0800,u104vMWe/c,,21.0,0.0,com.sec.android.app.shealth,,,126.0,,,,4b6ccfb1-91b6-49ca-98b8-e49bc2874945,,
,0.0,62930070,0.0,0.0,0.0,,,85.0,,2025-03-08 05:00:16.412,,,,,,,,,700.0,,,62930070,9.0,15.0,2025-03-08 05:00:16.414,2025-03-08 05:00:16.414,100003,,0.0,31.0,,0.0,0.0,,,14.0,Dinner,0.0,,0.0,567.0,UTC-0800,u104vMWe/c,,4.0,0.0,com.sec.android.app.shealth,,,73.0,,,,6caccbf9-b380-49e5-8c1a-3e48ea8ccde8,,
,271.0,62930070,34.9,5.1,14.9,,,616.0,,2025-03-12 04:54:20.598,,,,,,,,,682.5,,,62930070,0.0,27.2,2025-03-12 04:54:20.602,2025-03-12 04:54:20.602,100001,,9.8,24.1,,3.7,22.1,,,2.1,Breakfast,0.0,,6.4,360.0,UTC-0700,u104vMWe/c,,9.7,0.0,com.sec.android.app.shealth,,,3.2,,,,a125d80f-36bb-4b81-ba4c-c693e91379e5,,
,257.0,62930070,3.3,0.0,0.0,,,88.0,,2025-03-12 04:54:56.267,,,,,,,,,340.0,,,62930070,0.4,15.9,2025-03-12 04:54:56.271,2025-03-12 04:54:56.259,100002,,6.6,29.3,,4.3,8.8,,,0.2,Lunch,0.0,,1.7,313.0,UTC-0700,u104vMWe/c,,3.6,0.0,com.sec.android.app.shealth,,,11.3,,,,6e16e149-2152-4bf9-8f8d-6aeb6f5133dd,,
,183.0,62930070,7.1,1.0,0.0,,,43.0,,2025-03-13 19:51:37.164,,,,,,,,,993.0,,,62930070,1.9,14.1,2025-03-13 19:51:37.167,2025-03-13 19:51:37.167,100001,,4.5,16.9,,2.2,33.3,,,4.4,Breakfast,0.0,,7.2,379.0,UTC-0700,u104vMWe/c,,5.9,0.0,com.sec.android.app.shealth,,,45.2,,,,e45c846c-48fd-43da-a0ac-b76dfbd32cd3,,
,1232.0,62930070,83.0,75.3,0.0,,,88.0,,2025-03-12 04:55:44.384,,,,,,,,,1091.0,,,62930070,7.4,24.8,2025-03-12 04:55:44.386,2025-03-12 04:55:44.386,100003,,8.6,33.1,,3.2,23.1,,,4.6,Dinner,0.0,,30.2,550.0,UTC-0700,u104vMWe/c,,11.4,0.0,com.sec.android.app.shealth,,,54.9,,,,472e2d5e-65b6-44e4-a2e7-3e57b161557e,,
,904.5,62930070,19.4,10.0,0.0,,,546.0,,2025-03-19 18:28:47.724,,,,,,,,,869.0,,,62930070,3.3,17.6,2025-03-19 18:28:47.725,2025-03-19 18:28:21.930,100001,,6.7,25.4,,2.7,29.4,,,22.1,Breakfast,0.0,,9.3,415.0,UTC-0700,u104vMWe/c,,5.1,0.0,com.sec.android.app.shealth,,,36.4,,,,fde55903-4aa8-4bd2-a8de-78308686d0eb,,
,0.0,62930070,0.0,33.3,0.0,,,0.0,,2025-03-20 03:13:00.841,,,,,,,,,30.0,,,62930070,8.0,21.0,2025-03-20 03:13:00.842,2025-03-20 03:13:00.842,100003,,0.0,26.0,,17.0,0.0,,,12.0,Dinner,0.0,,0.0,501.0,UTC-0700,u104vMWe/c,,4.0,0.0,com.sec.android.app.shealth,,,46.0,,,,360bbe5d-047d-4fdd-b479-d3e5ba9a56a6,,
,0.0,62930070,0.0,0.0,0.0,,,50.0,,2025-03-20 03:13:46.339,,,,,,,,,2070.0,,,62930070,0.0,51.0,2025-03-20 03:13:46.341,2025-03-20 03:13:46.341,100002,,0.0,14.0,,0.0,0.0,,,8.0,Lunch,0.0,,0.0,750.0,UTC-0700,u104vMWe/c,,14.0,0.5,com.sec.android.app.shealth,,,64.0,,,,83fc32df-8507-48bd-863f-e04947c27622,,
,330.0,62930070,0.0,0.0,0.0,,,10.0,,2025-03-20 19:43:06.091,,,,,,,,,690.0,,,62930070,1.0,12.0,2025-03-20 19:43:06.092,2025-03-20 19:43:06.092,100002,,0.0,10.0,,0.0,13.8,,,8.0,Lunch,0.0,,8.4,350.0,UTC-0700,u104vMWe/c,,4.0,0.0,com.sec.android.app.shealth,,,50.0,,,,6c2a4b12-65e1-4589-9f1b-b8c86356505a,,
,0.0,62930070,0.0,0.0,0.0,,,0.0,,2025-03-20 19:46:44.654,,,,,,,,,0.0,,,62930070,0.0,0.0,2025-03-20 19:46:44.655,2025-03-20 19:46:44.655,100001,,0.0,0.0,,0.0,0.0,,,0.0,Breakfast,0.0,,0.0,300.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,0.0,,,,e303a1ef-7bda-4095-874a-c3405834fcda,,
,756.0,62930070,59.5,24.1,0.0,,,210.0,,2025-03-22 05:43:59.525,,,,,,,,,4707.5,,,62930070,8.4,100.4,2025-03-22 05:43:59.526,2025-03-22 05:43:59.526,100002,,33.2,70.0,,13.3,53.8,,,6.3,Lunch,0.0,,134.8,1715.0,UTC-0700,u104vMWe/c,,48.3,0.0,com.sec.android.app.shealth,,,130.2,,,,2621d723-27d2-4a37-a57a-9b9e20563c62,,
,814.0,62930070,2.8,27.3,0.0,,,46.0,,2025-03-22 05:44:41.897,,,,,,,,,940.0,,,62930070,4.0,20.7,2025-03-22 05:44:41.902,2025-03-22 05:44:41.902,100003,,7.4,22.1,,6.9,21.1,,,1.2,Dinner,0.0,,3.3,569.0,UTC-0700,u104vMWe/c,,4.3,0.0,com.sec.android.app.shealth,,,71.2,,,,a6103d24-d1c5-45cd-9330-d532860299f4,,
,280.0,62930070,0.0,22.2,0.0,,,138.0,,2025-03-22 19:26:53.664,,,,,,,,,385.0,,,62930070,4.0,10.7,2025-03-22 19:26:53.666,2025-03-22 19:26:53.666,100001,,0.0,21.5,,0.0,0.0,,,27.0,Breakfast,0.0,,0.0,685.0,UTC-0700,u104vMWe/c,,6.5,0.0,com.sec.android.app.shealth,,,121.0,,,,58a8b569-d23e-4eab-b43b-fb98dbc1395c,,
,1396.0,62930070,0.0,0.0,0.0,,,0.0,,2025-03-22 05:43:25.304,,,,,,,,,0.0,,,62930070,10.4,1.7,2025-03-22 05:43:25.305,2025-03-22 05:43:25.305,100001,,0.0,3.4,,0.0,0.0,,,62.8,Breakfast,0.0,,0.0,157.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,76.7,,,,9725d3c9-923e-402c-9ccf-ed526ece2c37,,
,0.0,62930070,0.0,0.0,0.0,,,110.0,,2025-03-24 05:24:55.214,,,,,,,,,1865.0,,,62930070,8.0,49.0,2025-03-24 05:24:55.217,2025-03-24 05:24:55.217,100002,,0.0,40.0,,0.0,0.0,,,103.0,Lunch,0.0,,0.0,1390.0,UTC-0700,u104vMWe/c,,16.5,0.0,com.sec.android.app.shealth,,,192.0,,,,e2813087-d689-4817-9dcf-c3b6b1f7c4ba,,
,1200.0,62930070,0.0,0.0,0.0,,,0.0,,2025-03-24 05:25:18.548,,,,,,,,,0.0,,,62930070,9.0,1.5,2025-03-24 05:25:18.552,2025-03-24 05:25:18.552,100001,,0.0,3.0,,0.0,0.0,,,54.0,Breakfast,0.0,,0.0,135.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,66.0,,,,56a9e544-96c2-4491-bced-86ee8184ce52,,
,552.0,62930070,13.0,5.3,0.0,,,88.0,,2025-03-26 03:29:02.507,,,,,,,,,1061.0,,,62930070,7.4,24.8,2025-03-26 03:29:02.508,2025-03-26 03:29:02.508,100003,,8.6,33.1,,3.2,23.1,,,2.6,Dinner,0.0,,30.2,535.0,UTC-0700,u104vMWe/c,,11.4,0.0,com.sec.android.app.shealth,,,43.9,,,,d7290e2f-9ecd-4afa-90fe-0f93c9067cd9,,
,1320.0,62930070,0.0,0.0,0.0,,,0.0,,2025-03-26 03:30:21.813,,,,,,,,,40.0,,,62930070,9.0,1.5,2025-03-26 03:30:21.815,2025-03-26 03:28:20.927,100001,,0.0,3.0,,0.0,0.0,,,65.0,Breakfast,0.0,,0.0,185.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,78.0,,,,0cac8766-d7cf-4f7e-83ab-91198ebaa048,,
,422.0,62930070,0.4,11.4,0.0,,,0.0,,2025-03-26 18:01:45.224,,,,,,,,,1.0,,,62930070,3.1,0.3,2025-03-26 18:01:45.226,2025-03-26 18:01:45.226,100001,,0.0,1.2,,0.0,1.7,,,14.4,Breakfast,0.0,,0.4,105.0,UTC-0700,u104vMWe/c,,0.1,0.0,com.sec.android.app.shealth,,,26.9,,,,e38a8933-4945-4117-9eef-867e6d6f9880,,
,1200.0,62930070,0.0,0.0,0.0,,,0.0,,2025-03-26 20:58:04.702,,,,,,,,,0.0,,,62930070,9.0,1.5,2025-03-26 20:58:04.704,2025-03-26 20:58:04.704,100002,,0.0,3.0,,0.0,0.0,,,54.0,Lunch,0.0,,0.0,135.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,66.0,,,,3e40d107-dec5-462c-9e41-e3b9785c73bd,,
,800.0,62930070,0.0,0.0,0.0,,,0.0,,2025-03-28 03:20:30.305,,,,,,,,,0.0,,,62930070,6.0,1.0,2025-03-28 03:20:30.307,2025-03-28 03:20:30.307,100001,,0.0,2.0,,0.0,0.0,,,36.0,Breakfast,0.0,,0.0,90.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,44.0,,,,1ac8638a-b436-44ef-8b9e-50425c0b9e14,,
,0.0,62930070,0.0,0.0,0.0,,,105.0,,2025-03-28 03:20:52.436,,,,,,,,,1740.0,,,62930070,6.0,21.0,2025-03-28 03:20:52.438,2025-03-28 03:20:52.438,100002,,0.0,36.0,,0.0,0.0,,,6.0,Lunch,0.0,,0.0,570.0,UTC-0700,u104vMWe/c,,9.0,0.0,com.sec.android.app.shealth,,,30.0,,,,68f048f9-aa1d-4c39-81ba-116079d71287,,
,70.0,62930070,0.0,0.0,0.0,,,40.0,,2025-03-28 03:21:16.653,,,,,,,,,360.0,,,62930070,0.0,10.0,2025-03-28 03:21:16.654,2025-03-28 03:21:16.654,100005,,3.0,14.0,,0.0,0.0,,,0.0,Afternoon snack,0.0,,23.0,160.0,UTC-0700,u104vMWe/c,,6.0,0.0,com.sec.android.app.shealth,,,2.0,,,,3990adff-15a2-4b0c-9eaa-3e47f28de343,,
,0.0,62930070,0.0,0.0,0.0,,,95.0,,2025-03-28 03:33:08.062,,,,,,,,,1510.0,,,62930070,2.0,40.0,2025-03-28 03:33:08.064,2025-03-28 03:33:08.064,100003,,6.0,28.0,,0.0,0.0,,,4.0,Dinner,0.0,,0.0,550.0,UTC-0700,u104vMWe/c,,9.0,0.0,com.sec.android.app.shealth,,,21.0,,,,2615e193-32bb-4b30-969b-4358ca126b77,,
,700.0,62930070,70.0,70.0,0.0,,,0.0,,2025-03-28 23:53:26.225,,,,,,,,,40.0,,,62930070,0.0,0.0,2025-03-28 23:53:26.227,2025-03-28 23:53:26.227,100002,,0.0,0.0,,0.0,0.0,,,28.0,Lunch,26.0,,0.0,120.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,28.0,,,,7ad03ff7-5d72-439c-8a55-ce5363200ad3,,
,612.0,62930070,0.4,11.4,0.0,,,40.0,,2025-03-28 21:11:38.267,,,,,,,,,401.0,,,62930070,3.1,10.3,2025-03-28 21:11:38.268,2025-03-28 21:10:29.354,100001,,3.0,15.2,,0.0,1.7,,,25.4,Breakfast,0.0,,23.5,315.0,UTC-0700,u104vMWe/c,,6.1,0.0,com.sec.android.app.shealth,,,40.9,,,,ad7364b0-6582-4e59-803b-4a7c20699d82,,
,70.0,62930070,0.0,0.0,0.0,,,40.0,,2025-03-30 03:41:23.477,,,,,,,,,360.0,,,62930070,0.0,10.0,2025-03-30 03:41:23.480,2025-03-30 03:41:23.480,100001,,3.0,14.0,,0.0,0.0,,,0.0,Breakfast,0.0,,23.0,160.0,UTC-0700,u104vMWe/c,,6.0,0.0,com.sec.android.app.shealth,,,2.0,,,,88dde080-56a4-449c-8dc5-ed4326f044e3,,
,304.0,62930070,0.0,0.0,0.0,,,55.0,,2025-03-30 03:41:52.251,,,,,,,,,510.0,,,62930070,4.0,11.0,2025-03-30 03:41:52.253,2025-03-30 03:41:52.253,100002,,0.0,11.0,,0.0,5.5,,,5.0,Lunch,0.0,,13.6,260.0,UTC-0700,u104vMWe/c,,4.0,0.0,com.sec.android.app.shealth,,,31.0,,,,f763d829-dda6-4493-ab84-84fccb15efcd,,
,0.0,62930070,0.0,0.0,0.0,,,90.0,,2025-03-30 03:42:18.162,,,,,,,,,650.0,,,62930070,7.0,39.0,2025-03-30 03:42:18.163,2025-03-30 03:42:18.163,100003,,0.0,30.0,,0.0,0.0,,,6.0,Dinner,0.0,,0.0,550.0,UTC-0700,u104vMWe/c,,7.0,0.0,com.sec.android.app.shealth,,,24.0,,,,b1d6961b-d2bf-4e90-bff6-ff729777de97,,
,295.0,62930070,0.0,30.5,0.0,,,0.0,,2025-03-30 03:42:49.769,,,,,,,,,7.0,,,62930070,0.2,0.2,2025-03-30 03:42:49.770,2025-03-30 03:42:49.770,100005,,0.0,0.1,,0.0,5.1,,,27.0,Afternoon snack,0.0,,1.3,117.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,28.9,,,,b7f1c45c-cfb8-453b-a802-8ea0eff37106,,
,70.0,62930070,0.0,0.0,0.0,,,40.0,,2025-04-03 06:11:03.341,,,,,,,,,360.0,,,62930070,0.0,10.0,2025-04-03 06:11:03.345,2025-04-03 06:11:03.345,100001,,3.0,14.0,,0.0,0.0,,,0.0,Breakfast,0.0,,23.0,160.0,UTC-0700,u104vMWe/c,,6.0,0.0,com.sec.android.app.shealth,,,2.0,,,,139287ea-efe1-4940-b19c-aca57ab445ff,,
,1200.0,62930070,0.0,0.0,0.0,,,0.0,,2025-04-03 06:11:21.739,,,,,,,,,0.0,,,62930070,9.0,1.5,2025-04-03 06:11:21.740,2025-04-03 06:11:21.740,100005,,0.0,3.0,,0.0,0.0,,,54.0,Afternoon snack,0.0,,0.0,135.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,66.0,,,,1c52cce2-c987-4eab-97ff-109db767c3b3,,
,0.0,62930070,0.0,0.0,0.0,,,70.0,,2025-04-03 06:11:56.216,,,,,,,,,930.0,,,62930070,6.0,24.0,2025-04-03 06:11:56.217,2025-04-03 06:11:56.217,100003,,0.0,29.0,,0.0,0.0,,,6.0,Dinner,0.0,,0.0,530.0,UTC-0700,u104vMWe/c,,8.5,0.0,com.sec.android.app.shealth,,,48.0,,,,612857ba-ca67-4121-ab91-bb6ee81c6e37,,
,148.0,62930070,0.4,7.0,0.0,,,0.0,,2025-04-03 06:10:42.187,,,,,,,,,1.0,,,62930070,3.3,0.2,2025-04-03 06:10:42.189,2025-04-03 06:10:42.189,100002,,0.0,0.3,,0.0,0.9,,,14.3,Lunch,0.0,,0.6,72.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,19.0,,,,37cb724d-99a7-4801-9abe-39e0ac7c942d,,
,0.0,62930070,0.0,0.0,0.0,,,0.0,,2025-04-03 06:12:19.553,,,,,,,,,0.0,,,62930070,0.0,0.0,2025-04-03 06:12:19.554,2025-04-03 06:12:19.554,100006,,0.0,0.0,,0.0,0.0,,,30.0,Evening snack,0.0,,0.0,120.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,32.0,,,,5b046a04-f610-4b24-b379-80d8f5f949fe,,
,596.0,62930070,6.8,1.1,0.0,,,142.0,,2025-04-04 02:50:16.070,,,,,,,,,1148.0,,,62930070,0.0,43.6,2025-04-04 02:50:16.073,2025-04-04 02:50:16.073,100003,,17.3,37.9,,4.6,32.8,,,0.0,Dinner,0.0,,18.4,704.0,UTC-0700,u104vMWe/c,,17.6,0.0,com.sec.android.app.shealth,,,39.6,,,,7cee726c-c1f7-42e9-b52a-6e5d75f34d37,,
,350.0,62930070,0.0,5.5,0.0,,,0.0,,2025-04-04 02:50:40.752,,,,,,,,,170.0,,,62930070,1.0,10.0,2025-04-04 02:50:40.754,2025-04-04 02:50:40.754,100002,,0.0,2.0,,0.0,3.3,,,1.0,Lunch,0.0,,0.7,160.0,UTC-0700,u104vMWe/c,,1.5,0.0,com.sec.android.app.shealth,,,15.0,,,,fc94099c-bc32-4a36-99f4-5104c8659157,,
,330.0,62930070,0.0,0.0,0.0,,,0.0,,2025-04-04 02:50:56.006,,,,,,,,,5.0,,,62930070,0.0,0.0,2025-04-04 02:50:56.007,2025-04-04 02:50:56.007,100006,,0.0,1.0,,0.0,0.0,,,27.0,Evening snack,0.0,,0.0,130.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,31.0,,,,dd27c3b2-e0a0-4284-814d-8a67e30f54ac,,
,70.0,62930070,0.0,0.0,0.0,,,40.0,,2025-04-04 02:49:46.844,,,,,,,,,360.0,,,62930070,0.0,10.0,2025-04-04 02:49:46.847,2025-04-04 02:49:46.847,100001,,3.0,14.0,,0.0,0.0,,,0.0,Breakfast,0.0,,23.0,160.0,UTC-0700,u104vMWe/c,,6.0,0.0,com.sec.android.app.shealth,,,2.0,,,,6e297c8a-7448-4de0-a07b-2e8b883ccd26,,
,234.0,62950170,18.2,4.1,5.0,,,267.0,,2025-04-04 23:51:20.767,,,,,,,,,558.0,,,62950170,1.2,18.5,2025-04-04 23:51:20.769,2025-04-04 23:51:20.769,100001,,6.6,16.1,,2.1,12.3,,,2.6,Breakfast,0.0,,20.3,305.0,UTC-0700,u104vMWe/c,,8.0,0.0,com.sec.android.app.shealth,,,17.9,,,,e6d633a7-96f7-44ad-a522-f03678336ed6,,
,552.0,62950170,13.0,5.3,0.0,,,88.0,,2025-04-05 05:21:22.264,,,,,,,,,1061.0,,,62950170,7.4,24.8,2025-04-05 05:21:22.268,2025-04-05 05:21:22.268,100003,,8.6,33.1,,3.2,23.1,,,2.6,Dinner,0.0,,30.2,535.0,UTC-0700,u104vMWe/c,,11.4,0.0,com.sec.android.app.shealth,,,43.9,,,,27945224-4130-4128-82b2-7bc45aa42495,,
,908.0,62950170,0.4,15.6,0.0,,,5.0,,2025-04-06 01:54:47.638,,,,,,,,,406.0,,,62950170,7.5,3.4,2025-04-06 01:54:47.639,2025-04-06 01:54:47.639,100006,,0.0,34.0,,0.2,46.7,,,28.4,Evening snack,0.0,,41.9,323.0,UTC-0700,u104vMWe/c,,1.0,0.0,com.sec.android.app.shealth,,,36.0,,,,02977377-b3e1-473e-ae2c-f3e0feafd156,,
,246.0,62950170,8.2,2.3,0.0,,,46.0,,2025-04-06 01:55:06.341,,,,,,,,,680.0,,,62950170,1.6,16.3,2025-04-06 01:55:06.343,2025-04-06 01:55:06.343,100002,,6.2,14.6,,1.1,12.8,,,1.4,Lunch,0.0,,14.0,304.0,UTC-0700,u104vMWe/c,,7.7,0.0,com.sec.android.app.shealth,,,23.9,,,,ce9ba3cb-6eaf-44bd-ac7a-7c39246a6de4,,
,300.0,62950170,0.0,0.0,0.0,,,0.0,,2025-04-06 01:55:35.049,,,,,,,,,723.0,,,62950170,4.4,3.0,2025-04-06 01:55:35.052,2025-04-06 01:55:35.052,100001,,0.5,6.0,,0.2,2.3,,,2.2,Breakfast,0.0,,1.3,241.0,UTC-0700,u104vMWe/c,,0.2,0.0,com.sec.android.app.shealth,,,45.6,,,,39b381d4-939a-48b7-8353-72d0bfefa3f3,,
,7.0,62950170,0.0,0.2,0.0,,,0.0,,2025-04-08 03:23:57.710,,,,,,,,,5.0,,,62950170,0.2,17.0,2025-04-08 03:23:57.711,2025-04-08 03:22:56.972,100003,,0.0,24.2,,0.0,1.6,,,22.0,Dinner,0.0,,0.9,508.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,65.8,,,,2815d142-737c-490c-8714-bf3399feaf6d,,
,160.0,62950170,10.0,0.0,0.0,,,10.0,,2025-04-08 04:55:15.700,,,,,,,,,90.0,,,62950170,6.0,1.5,2025-04-08 04:55:15.704,2025-04-08 04:55:15.704,100006,,0.0,5.0,,0.0,0.0,,,8.0,Evening snack,4.0,,13.0,90.0,UTC-0700,u104vMWe/c,,1.0,0.0,com.sec.android.app.shealth,,,21.0,,,,76730406-7915-4bee-8911-958a843f2529,,
,72.0,62950170,0.4,0.1,0.0,,,157.0,,2025-04-08 22:22:54.497,,,,,,,,,936.0,,,62950170,3.0,19.5,2025-04-08 22:22:54.499,2025-04-08 22:22:54.499,100004,,0.1,24.5,,0.0,0.3,,,8.7,Morning snack,0.0,,1.3,532.0,UTC-0700,u104vMWe/c,,7.1,0.0,com.sec.android.app.shealth,,,64.6,,,,f75f2566-d094-46cc-b41a-a10404b7f7a3,,
,0.0,62950170,0.0,0.0,0.0,,,74.0,,2025-04-07 19:55:06.516,,,,,,,,,170.0,,,62950170,2.0,9.0,2025-04-07 19:55:06.518,2025-04-07 19:55:06.518,100001,,0.0,12.0,,0.0,0.0,,,3.0,Breakfast,0.0,,0.0,340.0,UTC-0700,u104vMWe/c,,5.5,0.0,com.sec.android.app.shealth,,,50.0,,,,ced86c83-02d5-498a-acd5-8cbbdd5956a3,,
,330.0,62950170,0.0,0.0,0.0,,,0.0,,2025-04-07 19:54:36.181,,,,,,,,,5.0,,,62950170,0.0,0.0,2025-04-07 19:54:36.184,2025-04-07 19:54:36.184,100005,,0.0,1.0,,0.0,0.0,,,27.0,Afternoon snack,0.0,,0.0,130.0,UTC-0700,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,,,31.0,,,,41368ccd-6489-4f16-bfe8-01f0bfc9a7d3,,
,0.0,62950170,0.0,0.0,0.0,,,20.0,,2025-04-08 03:22:39.901,,,,,,,,,700.0,,,62950170,2.0,24.5,2025-04-08 03:22:39.903,2025-04-08 03:22:39.903,100002,,0.0,10.0,,0.5,0.0,,,4.0,Lunch,0.0,,0.0,470.0,UTC-0700,u104vMWe/c,,4.0,0.0,com.sec.android.app.shealth,,,51.0,,,,c25ff63b-9d37-4138-85ef-e796d88ccbcb,,
