com.samsung.health.food_info,6307003,7
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
111.0,0.0,0.0,0.0,0.0,"1 kcal, Per 100g",,default-fatsecret-7331,237,5.0,0.0,0.05,2025-02-26 20:21:59.754,2025-02-26 20:21:59.754,0.028,0.28,0.002,0.0,Coffee,0.0,0.0,0.0,2.0,mug (8 fl oz),,u104vMWe/c,g,0.005,,com.sec.android.app.shealth,0.09,88.5,be3cd005-d99a-43ff-bcd4-0cf797c0c719,1,
0.0,0.0,0.0,0.0,0.0,"0 kcal, Per 100g",,default-fatsecret-37922,237,5.0,0.0,0.0,2025-02-26 20:21:59.754,2025-02-26 20:21:59.754,0.0,0.0,0.0,0.0,Water,0.0,0.0,0.0,0.0,cup (8 fl oz),,u104vMWe/c,g,0.0,,com.sec.android.app.shealth,0.0,,897544bc-f452-4698-b002-6186ec7e02ea,1,
366.0,9.0,1.0,0.0,20.0,"50 kcal, Per 100g",,default-fatsecret-800,244,100.0,0.0,4.81,2025-02-26 20:21:59.755,2025-02-26 20:21:59.755,1.366,8.05,0.178,0.0,2% Fat Milk,12.35,0.0,28.0,122.0,cup,,u104vMWe/c,g,3.067,,com.sec.android.app.shealth,11.42,2.0,a05ce29b-f519-4e83-b20a-83e058148aed,1,
,0.0,0.0,0.0,0.0,"140 kcal, Per 1 can",,default-fatsecret-3650710,12,45.0,0.0,0.0,2025-02-26 20:21:59.755,2025-02-26 20:21:59.755,0.0,0.0,0.0,0.0,Coco-Cola Classic (12 oz)(Coca-Cola),39.0,0.0,0.0,140.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,39.0,,485b4d4f-adbf-4056-bb99-7c65056b5b5b,1,
60.0,0.11111111,0.0,0.0,0.0,,,fatsecret-2479604,177,6.0,0.0,0.14,2025-02-26 20:26:58.841,2025-02-26 20:26:58.841,0.033,0.31,0.011,0.3888889,Coffee with Milk and Sugar,6.54,,0.7692308,30.0,coffee cup (6 fl oz),,u104vMWe/c,g,0.079,,com.sec.android.app.shealth,7.14,5.9,00ccb7f4-3a07-4e9a-9562-c509301fe65e,1,
,0.0,0.0,0.0,15.0,,,fatsecret-73442801,104,600.0,2.0,14.0,2025-02-26 20:26:58.842,2025-02-26 20:26:58.842,,9.0,,0.0,Everything Bagel with Original Cream Cheese(Braum's),4.0,,0.0,320.0,serving,,u104vMWe/c,g,9.0,0.0,com.sec.android.app.shealth,37.0,0.325,5d13b1e0-ee05-4433-a951-362656ec1e7a,1,
210.0,0.0,0.0,10.0,5.0,,,fatsecret-9057578,150,65.0,3.0,0.0,2025-02-27 19:17:52.454,2025-02-27 19:17:52.454,0.0,15.0,0.0,0.0,Oikos Triple Zero - Vanilla (Container)(Dannon),5.0,0.0,11.538462,90.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,7.0,1.6666666,17758edf-378b-4549-b50a-92aa8be2ec4c,1,
60.0,0.0,0.0,0.0,0.0,,,fatsecret-28531047,17,230.0,0.0,0.0,2025-03-03 20:28:05.286,2025-03-03 20:28:05.286,0.0,0.0,0.0,0.0,Fitness Water(Propel),0.0,,0.0,0.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,0.0,,2e4c7c2a-6e47-4694-a1c0-30fcc63ec1f0,1,
,0.0,0.0,0.0,125.0,,,fatsecret-52051,4,310.0,0.0,7.0,2025-03-08 04:59:53.647,2025-03-08 04:59:53.647,,32.0,,0.0,Chicken(Chipotle Mexican Grill),0.0,,0.0,180.0,serving,,u104vMWe/c,oz,3.0,0.0,com.sec.android.app.shealth,0.0,,bd24bcc0-576d-402d-a1fc-043f27d2f2c3,1,
,0.0,0.0,0.0,30.0,,,fatsecret-52054,1,190.0,0.0,8.0,2025-03-08 04:59:53.647,2025-03-08 04:59:53.647,,6.0,,0.0,Cheese(Chipotle Mexican Grill),0.0,,0.0,110.0,serving,,u104vMWe/c,oz,5.0,0.0,com.sec.android.app.shealth,1.0,,ef4aa658-53fe-4e32-82e2-aac5d5181301,1,
,0.0,0.0,0.0,40.0,,,fatsecret-642489,2,30.0,0.0,9.0,2025-03-08 04:59:53.648,2025-03-08 04:59:53.648,,2.0,,0.0,Sour Cream(Chipotle Mexican Grill),2.0,,0.0,110.0,serving,,u104vMWe/c,oz,7.0,0.0,com.sec.android.app.shealth,2.0,,e4409ca8-b995-46ac-9f84-123933b4c02a,1,
237.0,1.5555556,77.44444,0.0,0.0,,,fatsecret-35878,131,0.0,3.1,0.16,2025-03-04 19:02:37.587,2025-03-03 22:52:23.382,0.03,1.23,0.033,0.7222222,Oranges,12.25,,4.0,62.0,fruit (2-5/8" dia),,u104vMWe/c,g,0.02,,com.sec.android.app.shealth,15.39,2.112903,887238f0-63d4-4b0d-b8a6-0c618c77f7cb,1,
89.0,0.0,0.0,0.0,0.0,"25 kcal, Per 168g",,fatsecret-2479591,177,12.0,0.0,1.47,2025-03-04 19:02:37.605,2024-04-17 01:23:35.979,0.041,0.39,0.004,0.7222222,Coffee with Cream,2.26,,0.46153846,26.0,coffee cup (6 fl oz),,u104vMWe/c,g,1.343,,com.sec.android.app.shealth,2.91,6.8076925,1c79d632-07fa-45e3-b145-520b9b863bfd,1,
,0.0,0.0,0.0,50.0,,,fatsecret-69264760,16,240.0,0.0,18.0,2025-03-05 19:55:55.927,2025-03-05 19:55:55.927,,14.0,,0.0,White Hot Chocolate (Grande)(Starbucks),48.0,,0.0,400.0,serving,,u104vMWe/c,oz,12.0,0.5,com.sec.android.app.shealth,48.0,,0a27a675-af76-45cc-97e0-090c4a6227a6,1,
,0.0,0.0,0.0,85.0,,,fatsecret-7867250,454,700.0,9.0,15.0,2025-03-08 05:00:16.379,2025-03-08 05:00:16.379,,31.0,,0.0,Chicken Bowl with Brown Rice & Veggies(Teriyaki Madness),14.0,,0.0,567.0,serving,,u104vMWe/c,g,4.0,0.0,com.sec.android.app.shealth,73.0,0.8007055,8e9a453c-6df9-456a-8901-53759dafed12,1,
,0.0,0.0,0.0,0.0,,,fatsecret-708742,4,210.0,8.0,2.0,2025-03-08 04:59:53.648,2025-03-08 04:59:53.648,,8.0,,0.0,Pinto Beans(Chipotle Mexican Grill),1.0,,0.0,130.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,21.0,,7bb378a1-bf36-4426-b53b-cf47fb19750e,1,
,0.0,0.0,0.0,0.0,,,fatsecret-71346639,2,260.0,0.0,0.0,2025-03-08 04:59:53.649,2025-03-08 04:59:53.649,,0.0,,0.0,Tomatillo-Green Chili Salsa(Chipotle Mexican Grill),2.0,,0.0,15.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,4.0,,5990ac49-607f-4ca4-b191-6a15ddb67b39,1,
680.0,70.0,70.0,0.0,,,,fatsecret-44875232,16,30.0,,0.0,2026-01-15 22:49:38.082,2025-03-12 04:55:44.331,,0.0,,0.0,Peach Mango Lyte (Bottle)(BodyArmor),2.0,0.0,0.0,15.0,serving,,+NZu810/s3,oz,0.0,,com.sec.android.app.shealth,11.0,,00522fb5-cfb7-4a54-869d-ed2a501607a3,1,
,0.0,0.0,0.0,0.0,,,fatsecret-71346819,1,0.0,1.0,0.0,2025-03-08 04:59:53.648,2025-03-08 04:59:53.648,,0.0,,0.0,Romaine Lettuce (Tacos)(Chipotle Mexican Grill),0.0,,0.0,5.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,1.0,,a45f2a34-7853-47d0-a92f-3b7a16c25f7f,1,
257.0,3.3333333,0.0,0.0,88.0,,,fatsecret-1653,120,340.0,0.4,15.92,2025-03-12 04:54:56.221,2025-03-12 04:54:56.221,6.628,29.36,4.345,8.888889,Baked or Fried Coated Chicken Breast with Skin,0.26,,1.7692307,313.0,"small breast (yield after cooking, bone removed)",,u104vMWe/c,g,3.654,,com.sec.android.app.shealth,11.38,0.38338658,8986a152-be5a-4b00-8d9d-1b100ff4aed9,1,
,0.0,0.0,0.0,0.0,,,fatsecret-2155467,4,550.0,1.0,0.0,2025-03-08 04:59:53.648,2025-03-08 04:59:53.648,,0.0,,0.0,Fresh Tomato Salsa(Chipotle Mexican Grill),1.0,1.0,0.0,25.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,4.0,,6cb99c24-dfab-4892-ac28-71aaed35e555,1,
87.0,7.111111,1.0,0.0,19.0,,,fatsecret-11876565,105,444.0,1.9,7.52,2025-03-13 19:51:37.093,2025-03-13 19:51:37.093,2.178,10.09,0.781,30.555555,Bagel with Cream Cheese,4.45,,7.076923,286.0,regular,,u104vMWe/c,g,4.188,0.0,com.sec.android.app.shealth,44.65,0.36713287,57d30eea-4d25-4f9a-a6b4-8ee8c300ff44,1,
,0.0,0.0,0.0,0.0,,,fatsecret-71346478,4,350.0,1.0,4.0,2025-03-08 04:59:53.648,2025-03-08 04:59:53.648,,4.0,,0.0,Cilantro-Lime White Rice(Chipotle Mexican Grill),0.0,,0.0,210.0,serving,,u104vMWe/c,oz,0.5,0.0,com.sec.android.app.shealth,40.0,,99ed598a-3cbf-4a3e-b9a1-f4750618d1f0,1,
53.0,0.0,0.0,0.0,0.0,,,fatsecret-3591,24,138.0,1.3,1.06,2025-03-19 18:28:21.862,2025-03-19 18:28:21.862,0.449,2.39,0.239,4.8333335,Toasted Whole Wheat Bread,1.44,,2.0769231,68.0,regular slice,,u104vMWe/c,g,0.234,,com.sec.android.app.shealth,12.32,0.3529412,6089c2b3-73b3-46e6-a27a-79998dc029ad,1,
620.0,0.0,10.0,0.0,0.0,,,fatsecret-15752343,8,190.0,2.0,0.0,2025-03-19 18:28:47.703,2025-03-03 22:52:23.382,0.0,3.0,0.0,10.0,Beet Juice(Lakewood),20.0,0.0,2.0,100.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,23.0,,e6ea20b8-eca9-4f39-b869-c6149a489040,1,
,0.0,33.333332,0.0,,,,fatsecret-4848749,240,30.0,,0.0,2025-03-20 03:13:00.781,2025-03-20 03:13:00.781,,0.0,,0.0,Apple Juice Drink Light(Mott's),12.0,,0.0,45.0,serving,,u104vMWe/c,ml,,,com.sec.android.app.shealth,12.0,,76dac635-889b-43e3-9171-ade7878f6fbd,1,
,0.0,0.0,0.0,,,,fatsecret-628862,0,,8.0,21.0,2025-03-20 03:13:00.781,2025-03-20 03:13:00.781,,26.0,17.0,0.0,Southwestern Chicken Salad(b.good),,,0.0,456.0,serving,,u104vMWe/c,,4.0,,com.sec.android.app.shealth,34.0,,c87911e4-b65a-49e0-83a6-2b3a8556d2fa,1,
,0.0,0.0,0.0,50.0,"750 kcal, Per 1 serving",,fatsecret-76021423,236,2070.0,0.0,51.0,2025-03-20 03:13:46.291,2024-05-12 04:18:31.541,,14.0,,0.0,Jalapeno Poppers Bites - 9 Pieces(Carl's Jr.),8.0,,0.0,750.0,serving,,u104vMWe/c,g,14.0,0.5,com.sec.android.app.shealth,64.0,0.31466666,c75826d8-42a8-4106-924c-b2224ac19e48,1,
0.0,0.0,0.0,0.0,0.0,"300.0 kcal, 1",,quickinput-3b966bf2-0432-42cb-a4dd-dc028146349e,1,0.0,0.0,0.0,2025-03-20 19:46:44.626,2025-03-20 19:46:41.472,0.0,0.0,0.0,0.0,Blueberry Pea Protein Shake,0.0,0.0,0.0,300.0,serving,,u104vMWe/c,120001,0.0,0.0,com.sec.android.app.shealth,0.0,1.0,1a8f5acc-0160-4654-af9b-ac484828b61f,1,
140.0,0.0,11.111111,0.0,0.0,,,fatsecret-10322985,237,65.0,0.0,0.0,2025-03-22 19:26:53.625,2025-03-22 19:26:53.625,,0.0,,0.0,V-Fusion Energy Black Cherry(V8),10.0,,0.0,45.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,11.0,5.266667,684d2fa7-41d3-4e09-add8-a4e91cb82337,1,
,0.0,0.0,0.0,20.0,,,fatsecret-75517,21,110.0,0.0,4.5,2025-03-22 19:26:53.625,2025-03-22 19:26:53.625,,1.0,,0.0,Whipped Cream Cheese Spread(Lucerne),2.0,,0.0,50.0,serving,,u104vMWe/c,g,3.0,0.0,com.sec.android.app.shealth,2.0,0.42,e835acd7-3ef6-4477-ac37-3eb01613bf9d,1,
51.0,1.4444444,0.0,0.0,23.0,,,fatsecret-1714,28,113.0,0.0,5.4,2025-03-22 05:44:41.816,2025-03-22 05:44:41.816,2.121,7.46,1.15,1.9444444,Chicken Wing (Skin Eaten),0.0,,0.30769232,81.0,"small wing (yield after cooking, bone removed)",,u104vMWe/c,g,1.513,,com.sec.android.app.shealth,0.0,0.34567901,8d75d21a-c8da-4215-8776-8f147eb7bd73,1,
,0.0,0.0,0.0,,,,fatsecret-73290709,30,55.0,,0.0,2025-03-24 05:24:55.144,2025-03-24 05:24:55.144,,0.0,,0.0,Pink Lemonade without Ice (Lg)(In-N-Out),95.0,,0.0,420.0,serving,,u104vMWe/c,oz,,,com.sec.android.app.shealth,102.0,,4f975530-28b5-4c81-90b2-dedce903207e,1,
,0.0,0.0,0.0,35.0,,,fatsecret-55423363,0,580.0,2.0,7.0,2025-03-28 03:20:52.408,2025-03-28 03:20:52.408,,12.0,,0.0,Chicken Street Taco(Costco),2.0,,0.0,190.0,serving,,u104vMWe/c,,3.0,,com.sec.android.app.shealth,10.0,,54fc1273-6252-42a8-b73d-a01593319c4c,1,
,0.0,0.0,0.0,95.0,"550 kcal, Per 1 salad",,fatsecret-1235602,1,1510.0,2.0,40.0,2025-03-28 03:33:08.028,2024-08-08 04:12:54.284,6.0,28.0,,0.0,Grilled Chicken Caesar Salad with Salad Dressing(Signature Cafe),4.0,,0.0,550.0,serving,,u104vMWe/c,,9.0,0.0,com.sec.android.app.shealth,21.0,,ff16c964-429c-495a-8fee-dc49c196c525,1,
120.0,0.0,0.0,0.0,,,,fatsecret-21319963,8,40.0,,0.0,2025-03-28 21:11:38.246,2025-03-26 03:30:21.771,,0.0,,0.0,+Energy Strawberry Banana(V8),11.0,0.0,0.0,50.0,serving,,u104vMWe/c,oz,,,com.sec.android.app.shealth,12.0,,f17d5b98-bd40-4d02-a6d8-2570d81d1218,1,
304.0,0.0,0.0,0.0,55.0,,,fatsecret-57056369,103,510.0,4.0,11.0,2025-03-30 03:41:52.201,2025-03-30 03:41:52.201,,11.0,,5.5555553,Spinach & Cheese Ravioli(Kirkland Signature),5.0,0.0,13.615385,260.0,serving,,u104vMWe/c,g,4.0,,com.sec.android.app.shealth,31.0,0.39615384,8c3fb67a-3586-4159-b661-5809930ad09d,1,
,0.0,0.0,0.0,90.0,,,fatsecret-68883881,0,650.0,7.0,39.0,2025-03-30 03:42:18.141,2025-03-30 03:42:18.141,,30.0,,0.0,Santa Fe Chicken Salad(Chili's),6.0,,0.0,550.0,serving,,u104vMWe/c,,7.0,0.0,com.sec.android.app.shealth,24.0,,b78eb28a-2c90-44cc-ba3a-94c79f6f0fa2,1,
148.0,0.08,10.5,0.0,0.0,,,fatsecret-35718,138,1.0,3.3,0.23,2026-01-14 15:59:16.032,2024-09-03 23:53:13.954,0.01,0.36,0.07,0.9444444,Apples,14.34,,0.8,72.0,medium (2-3/4" dia) (approx 3 per lb),,+NZu810/s3,g,0.039,,com.sec.android.app.shealth,19.06,1.9166666,d25a16b8-31cc-474b-a25c-853ae8158e68,1,
,0.0,0.0,0.0,,,,fatsecret-10198980,295,,0.0,0.0,2025-04-03 06:12:19.530,2025-04-03 06:12:19.530,0.0,0.0,0.0,0.0,Strawberry Lemonade(Minute Maid),30.0,,0.0,120.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,32.0,,1c5fc72a-d7c9-45a1-a365-76a04a126d4b,1,
596.0,6.888889,1.1111112,0.0,142.0,,,fatsecret-39937,258,1148.0,,43.65,2025-04-04 02:50:16.047,2025-04-04 02:50:16.047,17.353,37.98,4.698,32.833332,"Cheeseburger (Large, Double Patty and Bun, with Condiments and Vegetables)",,,18.461538,704.0,sandwich,,u104vMWe/c,g,17.673,,com.sec.android.app.shealth,39.65,0.36647728,3cfa56b6-04fa-4526-96ff-b7013606fba8,1,
350.0,0.0,5.5555553,0.0,0.0,,,fatsecret-1922115,28,170.0,1.0,10.0,2025-04-04 02:50:40.729,2024-12-18 19:07:30.292,0.0,2.0,0.0,3.3333335,Classic Potato Chips (28.3g)(Lay's),1.0,0.0,0.7692308,160.0,serving,,u104vMWe/c,g,1.5,0.0,com.sec.android.app.shealth,15.0,0.176875,dca575d4-dbfd-4fad-82cb-09582515a66c,1,
386.0,0.0,0.0,0.0,0.0,,,fatsecret-922094,39,280.0,4.0,3.0,2025-04-06 01:54:47.596,2025-04-06 01:54:47.596,0.0,25.0,0.0,44.444443,Pea Protein Powder(Olympian Labs),2.0,0.0,2.7692308,150.0,serving,,u104vMWe/c,g,1.0,0.0,com.sec.android.app.shealth,2.0,0.262,12be9493-beef-49c3-8ad7-c8db4308f05e,1,
410.0,0.0,0.0,0.0,5.0,,,fatsecret-193785,8,125.0,0.0,0.0,2025-04-06 01:54:47.596,2025-04-06 01:54:47.596,0.0,8.0,0.0,0.0,Lactose Free Fat Free Milk(Great Value),12.0,,38.46154,90.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,13.0,,ad8a24cb-f777-4064-a7c3-34fd913429f8,1,
112.0,0.44444445,15.666667,0.0,0.0,,,fatsecret-35761,145,1.0,3.5,0.48,2025-04-06 01:54:47.596,2025-04-06 01:54:47.596,0.068,1.07,0.212,2.2777777,Blueberries,14.44,,0.6923077,83.0,cup,,u104vMWe/c,g,0.041,,com.sec.android.app.shealth,21.01,1.7469879,29961be9-f2fa-4c9b-8601-c673d7475b91,1,
280.0,0.0,0.0,0.0,0.0,,,fatsecret-8536338,142,640.0,4.0,2.0,2025-04-06 01:55:34.975,2025-04-06 01:55:34.975,,5.0,,0.0,Pinto Beans & Rice Mexican Style(Uncle Ben's),2.0,,0.0,200.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,39.0,0.71,871f2cdf-6253-4cf2-a099-ae685f4b92fa,1,
,0.0,0.0,0.0,0.0,,,fatsecret-14630018,90,540.0,2.0,1.5,2025-04-08 03:22:39.869,2025-04-08 03:22:39.869,0.0,9.0,0.5,0.0,Pizza Bagel(Thomas'),3.0,,0.0,250.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,49.0,0.36,ecbe8a75-7f51-4e9c-8dbb-6c1920ebfa0a,1,
,0.0,0.0,0.0,20.0,,,fatsecret-73980722,0,160.0,0.0,23.0,2025-04-08 03:22:39.869,2025-04-08 03:22:39.869,,1.0,,0.0,Ranch Dressing - Farmhouse Side Salad(Famous Dave's),1.0,,0.0,220.0,serving,,u104vMWe/c,,4.0,0.0,com.sec.android.app.shealth,2.0,,cdefd1ce-3030-48c7-bce1-d0725f844123,1,
7.0,0.0,0.22222222,0.0,0.0,,,fatsecret-7696,240,5.0,0.2,0.05,2025-04-08 03:23:57.667,2025-04-08 03:23:57.667,0.01,0.26,0.01,1.6111112,Mexican Rice Beverage (Horchata),22.01,,0.9230769,98.0,cup (8 fl oz),,u104vMWe/c,g,0.01,,com.sec.android.app.shealth,24.86,2.4489796,82969248-6f7e-40aa-b2d7-31e4e9f25041,1,
160.0,10.0,0.0,0.0,10.0,,,fatsecret-11666963,85,90.0,6.0,1.5,2025-04-08 04:55:15.645,2025-04-08 04:55:15.645,,5.0,,0.0,Strawberry Ice Cream(Halo Top Creamery),8.0,4.0,13.076923,90.0,serving,,u104vMWe/c,g,1.0,0.0,com.sec.android.app.shealth,21.0,0.9444444,46d0a996-530e-42df-912a-68e484d02759,1,
72.0,0.44444445,0.11111111,0.0,1.0,,,fatsecret-2764418,59,12.0,0.0,0.56,2025-04-08 22:22:54.428,2025-04-08 22:22:54.428,0.12,0.53,0.07,0.33333334,Caffe Macchiato,0.78,,1.3846154,10.0,espresso cup (2 fl oz),,u104vMWe/c,g,0.316,0.0,com.sec.android.app.shealth,0.67,5.9,2e5f52a7-96d5-4eee-b18e-fab9bcd05917,1,
2.0,0.0,0.0,0.0,0.0,"140.0 kcal, 1",,quickinput-ef8afd57-0f4b-41fe-a137-1eeb1b154ff2,1,70.0,1.0,0.0,2025-04-09 00:15:57.372,2025-04-09 00:15:47.015,0.0,2.0,0.0,0.0,Recover Me Softly(Juice Crafters),24.0,0.0,2.0,140.0,serving,,u104vMWe/c,120001,0.0,0.0,com.sec.android.app.shealth,35.0,1.0,a445e3d6-f6d4-4101-ab9a-8a4a07b57143,1,
7.0,0.0,0.0,0.0,0.0,,,fatsecret-7656,240,202.0,0.0,0.19,2025-04-10 18:10:58.085,2025-04-10 18:10:58.085,0.0,0.6,0.0,0.2777778,Energy Drink,24.14,,2.3846154,108.0,cup (8 fl oz),,u104vMWe/c,g,0.0,,com.sec.android.app.shealth,26.26,2.2222223,db708408-d5b8-46d2-b40e-a8efdc25fdf6,1,
,0.0,0.0,0.0,156.0,,,fatsecret-72661152,9,924.0,3.0,19.0,2025-04-10 22:23:37.159,2025-04-08 22:22:54.428,,24.0,,0.0,Bacon Egg & Cheese Bagel (Plain) Sandwich(Cosi),8.0,,0.0,522.0,serving,,u104vMWe/c,oz,6.8,0.0,com.sec.android.app.shealth,64.0,,a938f475-296f-4a13-b170-dd1bf92a7008,1,
710.0,11.444445,0.0,0.0,0.0,,,fatsecret-5128,239,712.0,7.9,10.66,2025-04-11 21:15:04.969,2025-04-11 21:15:04.969,4.823,14.48,3.176,31.722221,Rice with Beans,0.48,,9.230769,392.0,cup,,u104vMWe/c,g,2.056,,com.sec.android.app.shealth,59.89,0.6096939,9abd106e-e64f-4588-9a4d-722688677054,1,
40.0,0.0,0.0,0.0,0.0,,,fatsecret-93246,61,350.0,1.0,2.5,2025-04-11 21:15:04.969,2025-04-11 21:15:04.969,1.0,4.0,0.0,8.888889,8" Flour Soft Taco (10 ct)(Mission),1.0,1.0,6.1538463,140.0,serving,,u104vMWe/c,g,1.0,0.0,com.sec.android.app.shealth,27.0,0.43571427,876fe468-56a9-4fab-ae32-1e3e343465f7,1,
30.0,0.0,0.0,0.0,0.0,,,fatsecret-6003195,240,30.0,0.0,0.0,2025-04-11 21:15:22.727,2025-04-11 21:15:22.727,0.0,0.0,0.0,0.0,Organic Lemonade(Kirkland Signature),32.0,29.0,0.0,130.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,32.0,,3da71a96-5157-443c-bdea-1338433305d6,1,
,0.0,0.0,0.0,,,,fatsecret-10275686,150,105.0,0.0,4.0,2025-04-14 02:58:16.605,2025-04-14 02:58:16.605,,7.0,,0.0,Strawberry Cheesecake Yogurt(Muller),23.0,,0.0,200.0,serving,,u104vMWe/c,g,1.5,,com.sec.android.app.shealth,33.0,0.75,bfe6332b-49e0-4f77-b77b-88dc15a536b8,1,
211.0,13.111111,0.33333334,0.0,68.0,,,fatsecret-7024458,155,1191.0,1.3,26.78,2025-04-14 19:10:14.433,2025-04-14 19:10:14.433,10.19,19.43,3.279,20.944445,Salami and Cheese Sandwich with Lettuce and Spread,2.63,,22.923077,437.0,sandwich,,u104vMWe/c,g,11.886,0.95,com.sec.android.app.shealth,28.96,0.3546911,17221a7e-820e-4369-9c5d-751906f5b68b,1,
330.0,0.0,0.0,0.0,0.0,,,fatsecret-641229,240,5.0,0.0,0.0,2025-04-15 01:44:40.395,2025-04-04 02:50:55.986,,1.0,,0.0,100% Juice - Orange Mango(Naked Juice),27.0,,0.0,130.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,31.0,,ea08f767-7180-44c0-a854-dffc6ba7f7e4,1,
350.0,0.0,0.0,0.0,0.0,,,fatsecret-46031975,28,170.0,1.0,10.0,2025-04-15 02:07:36.631,2025-04-14 19:10:14.433,,2.0,,3.3333335,Classic Potato Chips(Lay's),0.1,,0.7692308,160.0,serving,,u104vMWe/c,g,1.5,0.0,com.sec.android.app.shealth,15.0,0.175,e9225e95-8638-427f-a18a-c1170ba76288,1,
0.0,0.0,0.0,0.0,0.0,,,fatsecret-186958,43,25.0,0.0,0.0,2025-04-15 05:06:22.992,2025-04-15 05:06:22.992,0.0,3.0,0.0,0.0,Gummy Worms(Great Value),19.0,,0.0,140.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,32.0,0.30714285,25c44267-4e32-4219-9b21-f8bbb6c6146d,1,
,0.0,0.0,0.0,20.0,,,fatsecret-6114204,99,400.0,1.0,4.5,2025-04-16 05:02:46.522,2025-04-16 05:02:46.522,,11.0,,0.0,Chicken Street Taco(El Monterey),1.0,,0.0,140.0,serving,,u104vMWe/c,g,1.5,0.0,com.sec.android.app.shealth,16.0,0.70714283,b9518c1c-4813-4235-ac51-fba1c73dd908,1,
0.0,0.0,0.0,0.0,0.0,,,fatsecret-7546,250,5.0,0.0,0.0,2025-04-16 05:03:14.119,2025-04-16 05:03:14.119,0.0,0.0,0.0,0.0,Strawberry-Flavored Drink,32.48,,0.3846154,125.0,cup (8 fl oz),,u104vMWe/c,g,0.0,,com.sec.android.app.shealth,32.5,2.0,1c66c46d-d17d-44d5-8ae9-e9e6ab669617,1,
500.0,0.0,0.0,0.0,50.0,,,fatsecret-68444383,0,160.0,0.0,13.0,2025-04-17 01:14:20.997,2025-04-17 01:14:20.997,,10.0,,0.0,Strawberry Shake - Small(McDonald's),58.0,46.0,26.923077,470.0,serving,,u104vMWe/c,,8.0,0.5,com.sec.android.app.shealth,77.0,,e2b7e4c1-ca19-4d18-80c4-3184a999e8d7,1,
,0.0,0.0,0.0,55.0,,,fatsecret-162780,231,1380.0,5.0,29.0,2025-04-18 00:29:42.754,2025-04-18 00:29:42.754,,13.0,,0.0,Chili Cheese Fries(Wienerschnitzel),1.0,,0.0,530.0,serving,,u104vMWe/c,g,6.0,,com.sec.android.app.shealth,53.0,0.43584907,332c3f90-45e8-4b84-a35f-5fbdd0fb4ab4,1,
,0.0,0.0,0.0,20.0,,,fatsecret-273236,65,670.0,2.0,11.0,2025-04-18 00:29:42.754,2025-04-18 00:29:42.754,,6.0,,0.0,Jalapeno Poppers (3 Pack)(Wienerschnitzel),3.0,,0.0,210.0,serving,,u104vMWe/c,g,6.0,,com.sec.android.app.shealth,21.0,0.30952382,9da37bad-39bb-4a2a-9e68-99be327bd62b,1,
,0.0,0.0,0.0,0.0,,,fatsecret-46252847,240,30.0,,0.0,2025-04-18 18:13:21.847,2025-04-18 18:13:21.847,,0.0,,0.0,Organic Strawberry Lemonade(Grown Right),31.0,28.0,0.0,120.0,serving,,u104vMWe/c,ml,,,com.sec.android.app.shealth,31.0,,2cae81aa-2876-4fd2-994b-d65b59ee0a34,1,
90.0,0.0,0.0,0.0,15.0,,,fatsecret-11816126,100,270.0,1.0,10.0,2025-04-18 23:14:17.030,2025-04-18 23:14:17.030,2.0,6.0,,3.8888888,Southwestern Salad(Ready Pac),2.0,1.0,4.6153846,140.0,serving,,u104vMWe/c,g,2.0,0.0,com.sec.android.app.shealth,7.0,0.71428573,4b5abff3-7ebf-414b-8550-ea92c23d29e6,1,
