com.samsung.health.food_intake,6307003,6
create_sh_ver,start_time,amount,custom,modify_sh_ver,update_time,create_time,meal_type,client_data_id,name,unit,client_data_ver,calorie,time_offset,deviceuuid,comment,pkg_name,datauuid,food_info_id
62950170,2025-04-05 05:21:01.364,1.0,,62950170,2025-04-05 05:21:22.222,2025-04-05 05:21:22.222,100003,,"Burrito with Chicken, Beans and Cheese",120001,,535.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,4677e169-4123-4521-a397-22ebb8d0d359,af8c43f8-d970-4915-bd85-c27bbc2932aa,
62950170,2025-04-06 01:54:08.908,1.0,,62950170,2025-04-06 01:54:47.602,2025-04-06 01:54:47.602,100006,,Pea Protein Powder(Olympian Labs),120001,,150.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,f5bd98dd-7a85-4c15-88e3-dbb31bf04c68,12be9493-beef-49c3-8ad7-c8db4308f05e,
62950170,2025-04-06 01:54:08.908,1.0,,62950170,2025-04-06 01:54:47.602,2025-04-06 01:54:47.602,100006,,Lactose Free Fat Free Milk(Great Value),120001,,90.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,c42bf2de-e381-4d19-8c86-41e489a8c430,ad8a24cb-f777-4064-a7c3-34fd913429f8,
62950170,2025-04-06 01:54:08.908,1.0,,62950170,2025-04-06 01:54:47.602,2025-04-06 01:54:47.602,100006,,Blueberries,120001,,83.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,73686143-540a-4e91-8cf2-51b48bf45264,29961be9-f2fa-4c9b-8601-c673d7475b91,
62950170,2025-04-06 01:54:53.016,1.0,,62950170,2025-04-06 01:55:06.303,2025-04-06 01:55:06.303,100002,,"Soft Taco with Beef, Cheese, Lettuce, Tomato and Sour Cream",120001,,304.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,aff8bdac-3702-4b7a-ac90-f7227d13ead0,71a4d636-1b4a-46cf-af27-d9e038898118,
62950170,2025-04-06 01:55:10.264,1.0,,62950170,2025-04-06 01:55:34.981,2025-04-06 01:55:34.981,100001,,Pinto Beans & Rice Mexican Style(Uncle Ben's),120001,,200.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,284a9ddb-9f54-4dce-8f05-d5515e3a6cba,871f2cdf-6253-4cf2-a099-ae685f4b92fa,
62950170,2025-04-06 01:55:10.264,1.0,,62950170,2025-04-06 01:55:34.981,2025-04-06 01:55:34.981,100001,,Flour Tortilla,120001,,41.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,1fc81fbc-df61-49bd-bb3e-5eed16952658,d2f421f0-0949-43b5-b072-976d4c63258b,
62950170,2025-04-07 19:54:28.720,1.0,,62950170,2025-04-07 19:54:36.138,2025-04-07 19:54:36.138,100005,,100% Juice - Orange Mango(Naked Juice),120001,,130.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,9b7c3c95-82d6-4529-ae9e-5580ecb6792a,ea08f767-7180-44c0-a854-dffc6ba7f7e4,
62950170,2025-04-07 19:54:42.719,1.0,,62950170,2025-04-07 19:55:06.457,2025-04-07 19:55:06.457,100001,,Regular Cream Cheese Spread(Philadelphia),120001,,80.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,01446066-4bfc-439b-a081-d148b9c5cdb1,c973fc41-2ae6-413e-8d5c-ca33384fd949,
62950170,2025-04-07 19:54:42.719,1.0,,62950170,2025-04-07 19:55:06.457,2025-04-07 19:55:06.457,100001,,Jalapeno Cheese Bagel(Safeway),120001,,260.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,006c94be-5237-4c14-a0ab-b13572295dc6,3e5aa664-e7ed-4473-89b8-56be075532e7,
62950170,2025-04-08 22:21:43.787,1.0,,62950170,2025-04-08 22:22:54.434,2025-04-08 22:22:54.434,100004,,Caffe Macchiato,120001,,10.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,d507f3df-6caa-4bf8-9d59-abe9f0b27ae8,2e5f52a7-96d5-4eee-b18e-fab9bcd05917,
62950170,2025-04-08 03:22:13.918,1.0,,62950170,2025-04-08 03:22:39.873,2025-04-08 03:22:39.873,100002,,Pizza Bagel(Thomas'),120001,,250.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,7bbdaf69-6f0e-4da3-9396-8c806d35285f,ecbe8a75-7f51-4e9c-8dbb-6c1920ebfa0a,
62950170,2025-04-08 03:22:13.918,1.0,,62950170,2025-04-08 03:22:39.873,2025-04-08 03:22:39.873,100002,,Ranch Dressing - Farmhouse Side Salad(Famous Dave's),120001,,220.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,81a6bfab-f7af-4bd8-99de-760ad9d1ea89,cdefd1ce-3030-48c7-bce1-d0725f844123,
62950170,2025-04-08 03:22:46.277,1.0,,62950170,2025-04-08 03:22:56.933,2025-04-08 03:22:56.933,100003,,Chicken Spinach and Artichoke Sandwich Melt(Life Cuisine),120001,,410.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,1dc6f484-f8a8-462f-8bb7-d9a2e2ea6f1f,f3ca6bc1-b0c0-40fd-b5f3-9484e033660e,
62950170,2025-04-08 03:22:46.277,1.0,,62950170,2025-04-08 03:23:57.672,2025-04-08 03:23:57.672,100003,,Mexican Rice Beverage (Horchata),120001,,98.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,4e73cbd8-38d2-45e6-a82d-7adde8d35b49,82969248-6f7e-40aa-b2d7-31e4e9f25041,
62950170,2025-04-08 04:54:50.205,1.0,,62950170,2025-04-08 04:55:15.652,2025-04-08 04:55:15.652,100006,,Strawberry Ice Cream(Halo Top Creamery),120001,,90.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,7ff28560-429e-40b3-a844-b2aabd9f0bde,46d0a996-530e-42df-912a-68e484d02759,
62950170,2025-04-08 22:21:43.787,1.0,,62950170,2025-04-08 22:22:54.434,2025-04-08 22:22:54.434,100004,,Bacon Egg & Cheese Bagel (Plain) Sandwich(Cosi),120001,,522.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,d56847d8-5b7f-4f4e-87f6-72f679b15877,a938f475-296f-4a13-b170-dd1bf92a7008,
62950170,2025-04-09 00:12:20.751,1.0,,62950170,2025-04-09 00:15:57.376,2025-04-09 00:15:57.376,100005,,Recover Me Softly(Juice Crafters),120001,,140.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,9b132cb5-4e5a-4489-8489-5e41a88b45ad,a445e3d6-f6d4-4101-ab9a-8a4a07b57143,
62950170,2025-04-10 18:10:40.569,1.0,,62950170,2025-04-10 18:10:58.088,2025-04-10 18:10:58.088,100001,,Energy Drink,120001,,108.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,f73d794f-83f2-4a59-a6b1-743d5a0ebca9,db708408-d5b8-46d2-b40e-a8efdc25fdf6,
62950170,2025-04-10 18:10:40.569,1.0,,62950170,2025-04-10 22:23:37.165,2025-04-10 22:23:37.165,100001,,Bacon Egg & Cheese Bagel (Plain) Sandwich(Cosi),120001,,522.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,3580d40b-c17f-4c7c-a48b-779abd53a493,a938f475-296f-4a13-b170-dd1bf92a7008,
62950170,2025-04-09 14:57:50.656,4.0,,62950170,2025-04-09 14:58:03.862,2025-04-09 14:58:03.862,100001,,Clementines(Cuties),120001,,180.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,fd212220-fad6-4b31-a137-1433e2896967,f15bd92a-b045-4ff6-b048-8931fafdf568,
62950170,2025-04-09 22:40:03.454,1.0,,62950170,2025-04-09 22:40:49.937,2025-04-09 22:40:49.937,100002,,Burrito Bowl(Chipotle Mexican Grill),120001,,910.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,cb45d14d-da72-4b00-83b4-a7e70a8b5686,96167028-ec95-4063-8e5d-43867c6a236e,
62950170,2025-04-09 22:40:03.454,1.0,,62950170,2025-04-09 22:40:49.937,2025-04-09 22:40:49.937,100002,,Flour Tortilla (Burrito)(Chipotle Mexican Grill),120001,,320.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,120667ae-d2d4-4ad4-9c02-4e84aedcf829,b3a5024f-a164-45ab-b0d6-02240139da63,
62950170,2025-04-10 04:33:16.667,1.0,,62950170,2025-04-10 04:33:32.781,2025-04-10 04:33:32.781,100003,,Chicken Spinach and Artichoke Sandwich Melt(Life Cuisine),120001,,410.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,70eb83a4-42c3-4d09-9e99-ce38f5cc33cc,f3ca6bc1-b0c0-40fd-b5f3-9484e033660e,
62950170,2025-04-11 21:14:24.995,1.0,,62950170,2025-04-11 21:15:04.976,2025-04-11 21:15:04.976,100001,,Rice with Beans,120001,,392.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,b2f12d62-b2e6-4131-b671-d55708c0e26f,9abd106e-e64f-4588-9a4d-722688677054,
62950170,2025-04-11 21:14:24.995,1.0,,62950170,2025-04-11 21:15:04.976,2025-04-11 21:15:04.976,100001,,8" Flour Soft Taco (10 ct)(Mission),120001,,140.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,61b2f959-b9b7-4b91-a337-2443866d2fc1,876fe468-56a9-4fab-ae32-1e3e343465f7,
62950170,2025-04-11 21:14:24.995,4.0,,62950170,2025-04-11 21:15:04.976,2025-04-11 21:15:04.976,100001,,Scrambled Egg,120001,,398.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,1242732e-0b4c-437e-b789-8f6128c4195e,af622dcd-68d6-436f-a5ff-13fa6f17d737,
62950170,2025-04-11 21:14:24.995,1.0,,62950170,2025-04-11 21:15:22.730,2025-04-11 21:15:22.730,100001,,Organic Lemonade(Kirkland Signature),120001,,130.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,1ce3cd3c-84e0-4a06-adb5-57233ba8af9f,3da71a96-5157-443c-bdea-1338433305d6,
62950170,2025-04-12 17:01:28.302,1.0,,62950170,2025-04-12 17:01:40.202,2025-04-12 17:01:40.202,100001,,Banana,120001,,105.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,89e1a26a-fc7d-499e-b515-72b04c79ab5c,83907d10-38d7-4703-9fb6-e20dae34eb62,
62950170,2025-04-13 01:40:45.353,1.0,,62950170,2025-04-13 01:41:32.803,2025-04-13 01:41:32.803,100005,,Chicken Caesar Wrap,120001,,337.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,f0c81c49-b5e7-4310-8e03-c9bcd67cbfd9,f2868768-8f6d-4ba9-a3d7-a906536b8c0a,
62950170,2025-04-13 22:54:10.582,1.0,,62950170,2025-04-13 22:54:51.978,2025-04-13 22:54:51.978,100002,,Burrito Bowl(Chipotle Mexican Grill),120001,,910.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,2fbf45d4-8295-450a-876f-85497fa176dd,96167028-ec95-4063-8e5d-43867c6a236e,
62950170,2025-04-14 02:57:08.597,1.0,,62950170,2025-04-14 02:58:16.612,2025-04-14 02:58:16.612,100006,,Strawberry Cheesecake Yogurt(Muller),120001,,200.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,3ca5d5e6-2352-4e0b-a8ee-b674b34cfe74,bfe6332b-49e0-4f77-b77b-88dc15a536b8,
62950170,2025-04-14 19:09:51.589,1.0,,62950170,2025-04-14 19:10:14.438,2025-04-14 19:10:14.438,100005,,Salami and Cheese Sandwich with Lettuce and Spread,120001,,437.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,4c96518d-6655-47cf-a142-d373baa6d568,17221a7e-820e-4369-9c5d-751906f5b68b,
62950170,2025-04-14 19:09:51.589,1.0,,62950170,2025-04-14 19:10:14.438,2025-04-14 19:10:14.438,100005,,Classic Potato Chips(Lay's),120001,,160.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,bbadaa6e-26c6-4989-abac-6e3e532028c8,e9225e95-8638-427f-a18a-c1170ba76288,
62950170,2025-04-14 19:09:51.589,1.0,,62950170,2025-04-14 20:10:09.482,2025-04-14 20:10:09.482,100005,,Original 100% Apple Juice(Mott's),120001,,120.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,5b3d0a95-9dee-436b-b96f-a5f373fcc0eb,7aabb98c-c140-4974-aa5c-fd2f86dcb5b4,
62950170,2025-04-15 01:44:24.693,1.0,,62950170,2025-04-15 01:44:40.399,2025-04-15 01:44:40.399,100003,,100% Juice - Orange Mango(Naked Juice),120001,,130.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,cf1534ed-335e-42e3-86c2-aa85674d4580,ea08f767-7180-44c0-a854-dffc6ba7f7e4,
62950170,2025-04-15 01:44:24.693,1.0,,62950170,2025-04-15 02:07:36.639,2025-04-15 02:07:36.639,100003,,Chicken Spinach and Artichoke Sandwich Melt(Life Cuisine),120001,,410.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,e8e824ba-6534-47ca-828c-c253f9654189,f3ca6bc1-b0c0-40fd-b5f3-9484e033660e,
62950170,2025-04-15 01:44:24.693,1.0,,62950170,2025-04-15 02:07:36.639,2025-04-15 02:07:36.639,100003,,Classic Potato Chips(Lay's),120001,,160.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,fd1bed86-936d-4b3f-9202-4dc9cf8ab5d9,e9225e95-8638-427f-a18a-c1170ba76288,
62950170,2025-04-15 02:08:11.463,1.0,,62950170,2025-04-15 02:08:24.103,2025-04-15 02:08:24.103,100001,,Clementines(Cuties),120001,,45.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,593c2c38-e228-494e-a48f-024877400739,f15bd92a-b045-4ff6-b048-8931fafdf568,
62950170,2025-04-15 05:06:09.680,1.0,,62950170,2025-04-15 05:06:22.999,2025-04-15 05:06:22.999,100006,,Gummy Worms(Great Value),120001,,140.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,787abe28-cb5e-4dac-9f89-867776184f6a,25c44267-4e32-4219-9b21-f8bbb6c6146d,
62950170,2025-04-15 18:50:47.234,3.0,,62950170,2025-04-15 18:51:08.753,2025-04-15 18:51:08.753,100001,,Scrambled Egg,120001,,298.5,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,b9ccfff0-1bb7-46df-a289-88f8d5a20f7c,af622dcd-68d6-436f-a5ff-13fa6f17d737,
62950170,2025-04-15 18:50:47.234,1.0,,62950170,2025-04-15 18:51:08.754,2025-04-15 18:51:08.754,100001,,Flour Tortilla,120001,,41.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,7c4f8076-6360-44f5-8add-d4e6774cfd56,d2f421f0-0949-43b5-b072-976d4c63258b,
62950170,2025-04-16 05:02:07.626,3.0,,62950170,2025-04-16 05:02:46.527,2025-04-16 05:02:46.527,100003,,Chicken Street Taco(El Monterey),120001,,420.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,a02ecca2-88cf-469c-b3d1-23592c6e3662,b9518c1c-4813-4235-ac51-fba1c73dd908,
62950170,2025-04-16 05:02:07.626,1.0,,62950170,2025-04-16 05:03:14.126,2025-04-16 05:03:14.126,100003,,Strawberry-Flavored Drink,120001,,125.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,c5e0fe1e-3634-4ba4-a76f-78dd1994aeb7,1c66c46d-d17d-44d5-8ae9-e9e6ab669617,
62950170,2025-04-17 01:13:37.268,1.0,,62950170,2025-04-17 01:14:21.000,2025-04-17 01:14:21.000,100002,,McChicken(McDonald's),120001,,390.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,f556f0e5-5d30-4d9f-8a2a-417562fd442b,e4e47bf9-4734-4300-a2b7-b96ae24a1ee2,
62950170,2025-04-17 01:13:37.268,1.0,,62950170,2025-04-17 01:14:21.000,2025-04-17 01:14:21.000,100002,,World Famous Fries - Small(McDonald's),120001,,230.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,339554d9-9fa8-47de-8d97-3bcae25f8af3,627bf343-8e03-4644-ba4a-0b88a9ee1dbb,
62950170,2025-04-17 01:13:37.268,1.0,,62950170,2025-04-17 01:14:21.000,2025-04-17 01:14:21.000,100002,,Strawberry Shake - Small(McDonald's),120001,,470.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,ea589ccd-16ba-46c8-9fd3-584e776c6d07,e2b7e4c1-ca19-4d18-80c4-3184a999e8d7,
62950170,2025-04-17 04:31:56.593,1.0,,62950170,2025-04-17 04:32:06.219,2025-04-17 04:32:06.219,100003,,McChicken(McDonald's),120001,,390.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,8508a602-411d-4662-b2ea-42fdc07a5622,e4e47bf9-4734-4300-a2b7-b96ae24a1ee2,
62950170,2025-04-17 17:52:28.485,1.0,,62950170,2025-04-17 17:52:36.274,2025-04-17 17:52:36.274,100002,,Chicken Spinach and Artichoke Sandwich Melt(Life Cuisine),120001,,410.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,62c0ab63-98bb-4394-a49a-c7c19c3f5c41,f3ca6bc1-b0c0-40fd-b5f3-9484e033660e,
62950170,2025-04-17 17:52:41.093,1.0,,62950170,2025-04-17 17:52:58.012,2025-04-17 17:52:58.012,100001,,+Energy Orange Pineapple(V8),120001,,50.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,ffed21e3-2b10-4db2-9f43-822f07c3eccc,12fd7556-48b0-485a-bd19-ae2e9f31e458,
62950170,2025-04-17 17:52:28.485,1.0,,62950170,2025-04-17 18:28:03.172,2025-04-17 18:28:03.172,100002,,Sweet Plantains(Terra),120001,,140.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,11e0598a-7b99-4791-99af-8956d3a2e5a7,cd17a0bf-c2bf-4b19-8fca-7e22234d885e,
62950170,2025-04-18 00:28:45.392,1.0,,62950170,2025-04-18 00:29:42.762,2025-04-18 00:29:42.762,100003,,Jalapeno Poppers (3 Pack)(Wienerschnitzel),120001,,210.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,e778cf44-3140-4613-88a3-22fecfbddd49,9da37bad-39bb-4a2a-9e68-99be327bd62b,
62950170,2025-04-18 00:28:45.392,2.0,,62950170,2025-04-18 00:29:42.762,2025-04-18 00:29:42.762,100003,,Chili Cheese Fries(Wienerschnitzel),120001,,1060.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,26d0f40d-151b-4a24-b1d5-cf09fd3c1c67,332c3f90-45e8-4b84-a35f-5fbdd0fb4ab4,
62950170,2025-04-18 17:50:02.473,5.0,,62950170,2025-04-18 17:50:29.150,2025-04-18 17:50:29.150,100001,,Scrambled Egg,120001,,497.5,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,000f9970-3d3e-4929-a07b-7c27da0ad9ee,af622dcd-68d6-436f-a5ff-13fa6f17d737,
62950170,2025-04-18 17:50:02.473,3.0,,62950170,2025-04-18 17:50:29.150,2025-04-18 17:50:29.150,100001,,Turkey Bacon,120001,,93.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,5f4e8262-e680-4bfa-9c46-6bfd06384f8f,9b930309-803a-4c57-a17f-ba0a6b784ea0,
62950170,2025-04-18 17:50:02.473,1.0,,62950170,2025-04-18 18:12:34.477,2025-04-18 18:12:34.477,100001,,+Energy Orange Pineapple(V8),120001,,50.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,594944d4-339e-4ac6-ac32-19bafd3c0975,12fd7556-48b0-485a-bd19-ae2e9f31e458,
62950170,2025-04-18 18:13:15.453,1.0,,62950170,2025-04-18 18:13:21.850,2025-04-18 18:13:21.850,100005,,Organic Strawberry Lemonade(Grown Right),120001,,120.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,c4e91606-9a96-4aed-aa97-89a4af0aff3d,2cae81aa-2876-4fd2-994b-d65b59ee0a34,
62950170,2025-04-18 23:14:06.381,1.0,,62950170,2025-04-18 23:14:17.034,2025-04-18 23:14:17.034,100002,,Southwestern Salad(Ready Pac),120001,,140.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,44072ab2-2575-470c-bfb8-92793ab1a838,4b5abff3-7ebf-414b-8550-ea92c23d29e6,
62950170,2025-04-19 04:11:35.108,1.0,,62950170,2025-04-19 04:12:20.658,2025-04-19 04:12:20.658,100003,,Large Nacho Fries(Taco Bell),120001,,470.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,bd7af9bd-1af0-4d5d-926d-b5aa1bf01258,eccacbd5-c30a-4745-be8a-50a1249ac9d6,
62950170,2025-04-19 04:11:35.108,1.0,,62950170,2025-04-19 04:12:40.746,2025-04-19 04:12:40.746,100003,,Cheesy Roll Up(Taco Bell),120001,,180.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,fe4b6921-baaa-4ab7-86ef-bc3e14154ce8,fac38efb-baec-4cdb-acb4-42b8de05011d,
62950170,2025-04-19 04:11:35.108,1.0,,62950170,2025-04-19 04:13:17.997,2025-04-19 04:13:17.997,100003,,Stacker(Taco Bell),120001,,400.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,8a2b1f57-6a7e-4e3a-8c80-42a26a22de7d,5f1112e7-a1db-48c4-8bf7-5e391a76d918,
62950170,2025-04-19 17:58:36.858,1.0,,62950170,2025-04-19 17:59:04.662,2025-04-19 17:59:04.662,100004,,Electrolyte Beverage (240 ml)(Electrolit),120001,,50.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,6bba0716-841b-4d3b-9289-89aab01b272a,bdc6fcc2-b562-40b9-b09e-afb406277150,
62950170,2025-04-19 17:58:36.858,1.0,,62950170,2025-04-19 19:09:38.627,2025-04-19 19:09:38.627,100004,,"Egg, Cheese and Bacon on Bagel",120001,,672.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,02be467d-a2c2-4f11-b0c6-2a6ace4c46d2,3bdfd419-59f8-4f40-bfbe-3ec547e1ae75,
62950170,2025-04-20 04:12:24.891,1.0,,62950170,2025-04-20 04:13:41.080,2025-04-20 04:13:41.080,100003,,Oven Roasted Turkey & Cheese Sandwich(Deli Express),120001,,250.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,a894d174-f087-44a6-bf17-8ee5fc7ee378,93d7cb22-8250-4eaa-a1ed-12456af1f3fe,
62950170,2025-04-20 04:12:24.891,1.0,,62950170,2025-04-20 04:13:41.080,2025-04-20 04:13:41.080,100003,,Potato Chips,120001,,153.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,2e8eba04-898c-4b71-996b-18e9eef9d1b4,546031b2-de78-4689-a42d-7ec93edbf443,
62950170,2025-04-20 04:12:24.891,1.0,,62950170,2025-04-20 04:13:41.080,2025-04-20 04:13:41.080,100003,,Strawberry Juice,120001,,90.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,180baa37-7461-423e-9190-5c166d3c7304,700a7b3b-1c81-4eb6-bfeb-93884d2345bc,
62950170,2025-04-20 20:20:43.872,1.0,,62950170,2025-04-20 20:20:50.725,2025-04-20 20:20:50.725,100004,,Coconut Lyte(BodyArmor),120001,,20.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,ad471ffb-b705-4669-a549-8482619ed9fc,d15d78c8-40a3-4ba0-bd2e-b1e0b5b96d9b,
62950170,2025-04-20 20:55:45.582,1.0,,62950170,2025-04-20 20:56:31.380,2025-04-20 20:56:31.380,100005,,Blueberry Pomegranate Lyte(BodyArmor),120001,,20.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,a7844a9b-87b2-4d7f-9049-1e68da99b904,f53ea093-595b-4249-a659-fb53a4d5107f,
62950170,2025-04-21 02:41:54.988,2.0,,62950170,2025-04-21 02:42:33.078,2025-04-21 02:42:33.078,100002,,Shrimp Ceviche(HEB),120001,,120.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,46d09498-861a-4060-b87a-4bbd0982c1df,11142358-ebe7-4886-bd11-9139063464dd,
62950170,2025-04-21 02:41:54.988,4.0,,62950170,2025-04-21 02:42:33.078,2025-04-21 02:42:33.078,100002,,Taco Shells(Great Value),120001,,440.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,6f321812-626b-40d9-afd9-ae5d834078f4,75bcbe99-e257-4fa7-a82f-5eb5768bb2f4,
62950170,2025-04-20 20:55:45.582,1.0,,62950170,2025-04-21 02:51:55.533,2025-04-21 02:51:55.533,100005,,Cheese on Cheese Crackers(Kroger),120001,,190.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,99dc2377-e644-4f65-a45c-a2a985dffde7,12ed15ad-a257-4bbd-8f90-18e1ac38eecf,
62950170,2025-04-21 21:50:27.710,1.0,,62950170,2025-04-21 21:50:47.644,2025-04-21 21:50:47.644,100002,,Burrito Bowl(Chipotle Mexican Grill),120001,,910.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,55b9b991-2926-47b1-89c9-50367e875f10,96167028-ec95-4063-8e5d-43867c6a236e,
62950170,2025-04-21 21:50:27.710,1.0,,62950170,2025-04-21 21:51:05.036,2025-04-21 21:51:05.036,100002,,Flour Tortilla (Burrito)(Chipotle Mexican Grill),120001,,320.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,1db95bee-a202-4000-aa4d-3c5fcd802284,b3a5024f-a164-45ab-b0d6-02240139da63,
62950170,2025-04-22 04:07:28.563,1.0,,62950170,2025-04-22 04:07:40.056,2025-04-22 04:07:40.056,100006,,Protein Juice Smoothie - Protein Zone Double Berry (Container)(Naked Juice),120001,,310.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,5e3c62ad-2603-4773-9fa4-fa7644323ba3,feaa2716-eb04-4d36-9e3f-5545ac13d9cd,
62950170,2025-04-23 00:36:20.409,1.0,,62950170,2025-04-23 00:36:32.916,2025-04-23 00:36:32.916,100003,,"Burrito with Chicken, Beans and Cheese",120001,,535.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,d659d490-2f25-465c-af26-baa948b17e3f,af8c43f8-d970-4915-bd85-c27bbc2932aa,
62950170,2025-04-23 00:36:01.839,1.0,,62950170,2025-04-23 00:36:15.303,2025-04-23 00:36:15.303,100002,,"Soft Taco with Chicken, Cheese and Lettuce",120001,,247.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,ed28834d-8897-4e5e-a149-7ce2bb6bcb0c,c642913f-aacb-4e4f-81de-6eff2ab17ce0,
62950170,2025-04-23 16:30:08.035,1.0,,62950170,2025-04-23 16:30:18.178,2025-04-23 16:30:18.178,100001,,+Energy Orange Pineapple(V8),120001,,50.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,73a3ffb6-c8e9-40d2-8e8e-cb85c52d3d21,12fd7556-48b0-485a-bd19-ae2e9f31e458,
62950170,2025-04-23 22:59:09.766,1.0,,62950170,2025-04-23 22:59:38.793,2025-04-23 22:59:38.793,100005,,Strawberries Wild Smoothie (Medium)(Jamba Juice),120001,,320.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,58da92ce-7c1e-486f-a8c4-e3cb40ebdaef,fba8f37a-79bf-4c88-9728-dcae2810075d,
62950170,2025-04-23 20:57:12.119,1.0,,62950170,2025-04-23 20:57:30.484,2025-04-23 20:57:30.484,100002,,Chimichanga with Chicken and Cheese,120001,,553.0,UTC-0700,u104vMWe/c,,com.sec.android.app.shealth,339864bc-9249-4488-8c31-bce8e7808be5,a64038e0-f5e0-4a75-82ba-d74ad8eb0c75,
