com.samsung.health.water_intake,6307003,6
start_time,amount,custom,update_time,create_time,client_data_id,client_data_ver,time_offset,deviceuuid,unit_amount,comment,pkg_name,datauuid
2024-09-12 17:00:00.619,250.0,,2024-09-12 17:00:00.620,2024-09-12 17:00:00.620,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,302bced1-0120-403d-abc3-619df2c931d3,
2024-09-12 17:00:02.018,250.0,,2024-09-12 17:00:02.107,2024-09-12 17:00:02.107,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,eedabd45-32c4-4264-9291-c0e97542bdd8,
2024-09-18 18:28:50.655,250.0,,2024-09-18 18:28:50.656,2024-09-18 18:28:50.656,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,96a38e9f-f159-43bc-9b21-7ab1e55c1a40,
2024-09-18 18:28:51.935,250.0,,2024-09-18 18:28:51.941,2024-09-18 18:28:51.941,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,02dbc664-9929-433e-8710-5eb83a6dd995,
2024-09-22 04:31:57.128,250.0,,2024-09-22 04:31:57.130,2024-09-22 04:31:57.130,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,84193f67-7928-4396-a5b4-71ac53ca7b1a,
2024-09-22 04:31:59.111,250.0,,2024-09-22 04:31:59.113,2024-09-22 04:31:59.113,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,0b455618-283e-4dff-a82c-8bf2e3c48d98,
2024-09-25 18:32:38.150,250.0,,2024-09-25 18:32:38.151,2024-09-25 18:32:38.151,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,8d9712be-8359-4b3b-a6a8-206aea7b8bc6,
2024-09-25 18:32:41.610,250.0,,2024-09-25 18:32:41.610,2024-09-25 18:32:41.610,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,c5608cc7-33e7-4b0d-9f7a-06637df32391,
2024-09-27 18:25:14.367,250.0,,2024-09-27 18:25:14.373,2024-09-27 18:25:14.373,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,bc38310b-8449-45c8-92c1-785701ecdf10,
2024-09-27 18:25:15.863,250.0,,2024-09-27 18:25:15.865,2024-09-27 18:25:15.865,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,26ebb99d-ec9b-4fc4-8a8b-84b2d2463443,
2024-09-27 18:25:19.012,250.0,,2024-09-27 18:25:19.022,2024-09-27 18:25:19.022,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,1a53302a-30f1-46a6-af33-030a2d45f50c,
2024-09-27 18:25:12.658,250.0,,2024-09-27 18:25:12.659,2024-09-27 18:25:12.659,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,567ed4ef-087e-4c0b-8dff-791f5b99c987,
2024-10-02 19:17:56.937,250.0,,2024-10-02 19:17:56.938,2024-10-02 19:17:56.938,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,27f725f0-eab3-4ab9-b656-d19800d30c70,
2024-10-02 19:17:58.291,250.0,,2024-10-02 19:17:58.295,2024-10-02 19:17:58.295,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,3afaa50d-3bbe-40de-b63e-1ca979a3a017,
2024-10-02 19:17:59.705,250.0,,2024-10-02 19:17:59.731,2024-10-02 19:17:59.731,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,1ea86e72-d0c6-4423-ad58-c06857451720,
2024-10-02 19:17:54.729,250.0,,2024-10-02 19:17:54.732,2024-10-02 19:17:54.732,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,377c8387-2792-48a8-8c30-0cbff9fbf451,
2024-10-02 19:18:06.817,250.0,,2024-10-02 19:18:06.818,2024-10-02 19:18:06.818,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,774cf7af-e04b-4b83-8a89-2657b38011be,
2024-10-02 19:18:10.641,250.0,,2024-10-02 19:18:10.642,2024-10-02 19:18:10.642,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,10f95504-5e8d-49dd-b34c-d291e76e7699,
2024-10-03 19:32:50.510,250.0,,2024-10-03 19:32:50.511,2024-10-03 19:32:50.511,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,8b19580d-18c4-4fd1-b023-bf723de0273a,
2024-10-03 19:32:51.982,250.0,,2024-10-03 19:32:51.988,2024-10-03 19:32:51.988,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,860ce76a-b904-491a-a285-6f457ae93f2a,
2024-10-03 19:32:53.315,250.0,,2024-10-03 19:32:53.318,2024-10-03 19:32:53.318,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,36c59e44-14c5-450d-91a6-3b496e8fb7f7,
2024-10-04 18:33:20.910,250.0,,2024-10-04 18:33:20.914,2024-10-04 18:33:20.914,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,9222aa18-e7ff-4131-9679-db76c2803cfb,
2024-10-04 18:33:23.128,250.0,,2024-10-04 18:33:23.131,2024-10-04 18:33:23.131,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,37299f0d-7912-415a-8115-efb1680b1ad1,
2024-10-04 18:33:23.989,250.0,,2024-10-04 18:33:23.990,2024-10-04 18:33:23.990,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,fc0e52fa-e28d-4772-b754-8ff3906f7cfa,
2024-10-08 18:35:55.317,250.0,,2024-10-08 18:35:55.319,2024-10-08 18:35:55.319,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,39902607-63fa-4762-b8d7-b123ea9a9860,
2024-10-08 18:35:57.250,250.0,,2024-10-08 18:35:57.251,2024-10-08 18:35:57.251,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,caf45e5e-74aa-45b9-a2bf-a53f0dff8b03,
2024-10-08 18:36:01.041,250.0,,2024-10-08 18:36:01.044,2024-10-08 18:36:01.044,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,c6e623a6-d185-41c1-873b-c162840ac55b,
2024-10-08 18:36:01.822,250.0,,2024-10-08 18:36:01.823,2024-10-08 18:36:01.823,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,4d0953da-f79a-4feb-a1bf-b45503e4cdb3,
2024-10-23 18:20:56.078,250.0,,2024-10-23 18:20:56.089,2024-10-23 18:20:56.089,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,3a8495f0-9c09-4375-83ca-a6f5242c3de2,
2024-10-23 18:20:57.991,250.0,,2024-10-23 18:20:57.997,2024-10-23 18:20:57.997,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,694555f8-cde0-467f-a75f-79567c3e2425,
2024-10-23 18:21:00.842,250.0,,2024-10-23 18:21:00.848,2024-10-23 18:21:00.848,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,6e4490ea-048d-42f8-b219-d819be1ede29,
2024-10-25 15:37:23.650,250.0,,2024-10-25 15:37:23.653,2024-10-25 15:37:23.653,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,75308961-58a4-4ea1-a0b6-8e775ba4edba,
2024-10-29 19:54:24.847,250.0,,2024-10-29 19:54:24.851,2024-10-29 19:54:24.851,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,6fa85f05-34b7-4d68-b959-52178b9ced58,
2024-10-29 19:54:26.269,250.0,,2024-10-29 19:54:26.280,2024-10-29 19:54:26.280,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,a529fd55-14b0-4152-8de3-fa6fce286299,
2024-10-29 19:54:21.391,250.0,,2024-10-29 19:54:21.395,2024-10-29 19:54:21.395,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,b2436402-db70-40f7-a534-50c86f82dffc,
2024-10-29 19:54:23.126,250.0,,2024-10-29 19:54:23.136,2024-10-29 19:54:23.136,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,45d3685b-6abf-4b11-b8a7-2440626ab523,
2024-10-29 19:54:24.074,250.0,,2024-10-29 19:54:24.090,2024-10-29 19:54:24.090,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,5d55172f-7493-447d-8e13-d5089c820a63,
2024-11-20 20:27:47.373,250.0,,2024-11-20 20:27:47.380,2024-11-20 20:27:47.380,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,cfc5d0bd-f856-429c-94cd-5bbd28cf2ffc,
2024-11-20 20:27:48.640,250.0,,2024-11-20 20:27:48.647,2024-11-20 20:27:48.647,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,2808cfcd-9e4e-443c-9d65-094a3ce2bf4e,
2024-11-20 20:27:49.619,250.0,,2024-11-20 20:27:49.624,2024-11-20 20:27:49.624,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,33058ed6-46ae-4586-a7a7-7fd4bfd3dea8,
2024-11-20 20:27:50.520,250.0,,2024-11-20 20:27:50.529,2024-11-20 20:27:50.529,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,d75bada2-ac1e-4b53-a58c-69461bfd118d,
2024-11-20 20:27:51.401,250.0,,2024-11-20 20:27:51.412,2024-11-20 20:27:51.412,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,007590a8-1d12-4f9b-b6e6-1d162c4b50ab,
2024-11-24 04:24:34.710,250.0,,2024-11-24 04:24:34.715,2024-11-24 04:24:34.715,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,cc256f81-b2c8-4d02-9e44-47be14e2f57e,
2024-11-24 04:24:39.633,250.0,,2024-11-24 04:24:39.635,2024-11-24 04:24:39.635,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,48e027fd-21e7-40c8-9db5-82542f350265,
2024-11-25 16:59:15.521,250.0,,2024-11-25 16:59:15.523,2024-11-25 16:59:15.523,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,7bf9bee0-add4-4719-bd8e-eef150459728,
2024-11-25 17:04:50.847,250.0,,2024-11-25 17:04:50.850,2024-11-25 17:04:50.850,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,4cd463d7-db7b-493c-8147-208d0af4573c,
2024-11-25 19:50:10.138,250.0,,2024-11-25 19:50:10.144,2024-11-25 19:50:10.144,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,4aca888a-c6ad-4cb9-8f5e-a9210d5500ef,
2024-11-26 05:02:53.202,250.0,,2024-11-26 05:02:53.217,2024-11-26 05:02:53.217,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,88344aaf-34ce-4ebb-95b0-d40c7c45f79c,
2024-11-26 05:02:54.487,250.0,,2024-11-26 05:02:54.492,2024-11-26 05:02:54.492,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,3e8e34f6-3974-44c8-994d-3a6c1e312dc9,
2024-11-26 05:02:55.236,250.0,,2024-11-26 05:02:55.242,2024-11-26 05:02:55.242,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,32a06efb-f9c2-4de8-b83e-93d84e8500f4,
2024-11-27 18:52:16.674,250.0,,2024-11-27 18:52:16.684,2024-11-27 18:52:16.684,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,0415968a-56b9-44f1-ab2e-fa56cdec8bb1,
2024-11-30 20:23:24.016,250.0,,2024-11-30 20:23:24.020,2024-11-30 20:23:24.020,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,1ad6eb94-fb61-4212-81bf-5445e8eb99fd,
2024-11-30 20:23:38.753,250.0,,2024-11-30 20:23:38.758,2024-11-30 20:23:38.758,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,4f6be8a6-b852-41c3-a36b-c9cdf02bd41d,
2024-11-30 20:23:39.879,250.0,,2024-11-30 20:23:39.884,2024-11-30 20:23:39.884,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,3d958553-baa5-4b8f-acd9-14e10aff3b93,
2024-11-30 20:23:41.123,250.0,,2024-11-30 20:23:41.125,2024-11-30 20:23:41.125,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,33225878-7d83-4d09-9a7e-f6ed74aaa6c0,
2024-12-09 17:19:44.796,250.0,,2024-12-09 17:19:44.799,2024-12-09 17:19:44.799,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,88c18e01-875d-46f6-8fc6-886be9a4fdec,
2024-12-09 17:19:43.919,250.0,,2024-12-09 17:19:43.924,2024-12-09 17:19:43.924,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,33278a61-f5cd-4fc9-9022-6a68af6f1ff0,
2024-12-10 21:18:01.544,250.0,,2024-12-10 21:18:01.548,2024-12-10 21:18:01.548,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,62270e86-232c-4556-942d-1bf0c09b3d4b,
2024-12-10 21:18:02.993,250.0,,2024-12-10 21:18:03.009,2024-12-10 21:18:03.009,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,8ce4183d-68fe-4ee9-85db-8b6322cbd527,
2024-12-10 23:56:13.487,250.0,,2024-12-10 23:56:13.495,2024-12-10 23:56:13.495,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,04b2e9ba-b057-4401-b716-ea1b6a5e1d62,
2024-12-10 23:56:15.154,250.0,,2024-12-10 23:56:15.165,2024-12-10 23:56:15.165,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,3f8641c4-0e4c-4828-89f9-bb2207e2cfce,
2024-12-10 23:56:16.831,250.0,,2024-12-10 23:56:16.844,2024-12-10 23:56:16.844,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,af672b47-4e88-4d45-ba4f-b961e823a90b,
2024-12-11 19:22:01.180,250.0,,2024-12-11 19:22:01.204,2024-12-11 19:22:01.204,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,5e8f3182-4338-4862-a983-4426a45106a7,
2024-12-11 19:22:02.736,250.0,,2024-12-11 19:22:02.744,2024-12-11 19:22:02.744,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,3b1f34cb-2930-4ce1-92d8-672a18a16561,
2024-12-12 18:43:42.418,250.0,,2024-12-12 18:43:42.425,2024-12-12 18:43:42.425,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,0a33bd9e-6975-4f19-a1b5-3b48a18d17c1,
2024-12-12 18:43:43.718,250.0,,2024-12-12 18:43:43.721,2024-12-12 18:43:43.721,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,d983940d-86d2-4c33-a286-e2865e4949ef,
2024-12-15 23:01:12.650,250.0,,2024-12-15 23:01:12.653,2024-12-15 23:01:12.653,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,1f49b26d-17e2-4caa-b764-4980666bb5fd,
2024-12-15 23:01:21.527,250.0,,2024-12-15 23:01:21.535,2024-12-15 23:01:21.535,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,c2ff2bd9-f525-40e6-aaeb-cf9babf87568,
2024-12-16 18:12:56.502,250.0,,2024-12-16 18:12:56.509,2024-12-16 18:12:56.509,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,56ad892c-7ebc-40dc-b2d3-75817235076f,
2024-12-16 18:13:01.224,250.0,,2024-12-16 18:13:01.302,2024-12-16 18:13:01.302,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,d8c52257-f9f2-46a7-b333-f0baaaa8e5a7,
2024-12-16 18:13:08.290,250.0,,2024-12-16 18:13:08.296,2024-12-16 18:13:08.296,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,5bfd9818-cb50-4a65-ad46-8b471868930b,
2024-12-17 15:48:39.099,250.0,,2024-12-17 15:48:39.103,2024-12-17 15:48:39.103,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,acc356d7-9fcb-456a-a3ce-7bb1a0524a2d,
2024-12-17 19:03:21.848,250.0,,2024-12-17 19:03:21.851,2024-12-17 19:03:21.851,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,00dfd243-8f26-433b-bb9e-206c02840d96,
2024-12-18 16:18:30.362,250.0,,2024-12-18 16:18:30.367,2024-12-18 16:18:30.367,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,9378f170-d726-4e17-8178-6b300f13ac2f,
2025-01-02 07:19:25.657,250.0,,2025-01-02 07:19:25.660,2025-01-02 07:19:25.660,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,5a2a0d12-3df9-449f-862b-7b6b368e4f45,
2025-01-02 07:19:26.674,250.0,,2025-01-02 07:19:26.676,2025-01-02 07:19:26.676,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,ca763cf1-aee6-4121-a800-914466f5d702,
2024-12-30 19:21:02.164,250.0,,2024-12-30 19:21:02.168,2024-12-30 19:21:02.168,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,5731f549-3dc2-49bb-a0a7-6c22d747b529,
2024-12-30 21:48:40.634,250.0,,2024-12-30 21:48:40.663,2024-12-30 21:48:40.663,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,5227d16e-44dd-49ee-aa4b-3ae4ec3f7bdc,
2024-12-30 21:48:42.529,250.0,,2024-12-30 21:48:42.544,2024-12-30 21:48:42.544,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,61d255a2-c044-4f46-b931-f0c13d50d589,
2025-01-01 22:14:57.236,250.0,,2025-01-01 22:14:57.241,2025-01-01 22:14:57.241,,,UTC-0800,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,c3896e84-a792-4fbb-a5c3-4acd5974d1a5,
2025-01-27 18:23:19.156,250.0,,2025-01-27 18:23:19.180,2025-01-27 18:23:19.180,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,10504b98-a387-4348-80b3-c1d00c5350a7,
2025-01-27 18:23:20.757,250.0,,2025-01-27 18:23:20.780,2025-01-27 18:23:20.780,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,64973a32-ea77-4182-9af6-a80e70ecc825,
2025-01-28 17:41:02.995,250.0,,2025-01-28 17:41:03.012,2025-01-28 17:41:03.012,,,UTC-0800,b4nSrpWupN,250.0,,com.sec.android.app.shealth,ab318206-c7bd-4d6c-8299-2a21edc4ed55,
2025-02-26 20:25:04.685,250.0,,2025-02-26 20:25:04.687,2025-02-26 20:25:04.687,,,UTC-0800,u104vMWe/c,250.0,,com.sec.android.app.shealth,fe9789f9-63fb-4399-8127-40737255b011,
2025-02-27 19:17:57.461,250.0,,2025-02-27 19:17:57.465,2025-02-27 19:17:57.465,,,UTC-0800,u104vMWe/c,250.0,,com.sec.android.app.shealth,6d818255-2a3a-444a-ba20-54976ec76388,
2025-02-27 19:17:59.629,250.0,,2025-02-27 19:17:59.631,2025-02-27 19:17:59.631,,,UTC-0800,u104vMWe/c,250.0,,com.sec.android.app.shealth,9b38aece-ae20-4e3e-b773-26c4ec2e3172,
2025-03-03 20:28:12.370,250.0,,2025-03-03 20:28:12.371,2025-03-03 20:28:12.371,,,UTC-0800,u104vMWe/c,250.0,,com.sec.android.app.shealth,69b31153-8b20-442f-82a5-ac1eff5043e3,
2025-03-03 22:53:24.279,250.0,,2025-03-03 22:53:24.281,2025-03-03 22:53:24.281,,,UTC-0800,u104vMWe/c,250.0,,com.sec.android.app.shealth,51db57e1-5bba-47de-be41-a3863065144d,
2025-03-05 19:54:56.835,250.0,,2025-03-05 19:54:56.838,2025-03-05 19:54:56.838,,,UTC-0800,u104vMWe/c,250.0,,com.sec.android.app.shealth,9f1ca734-ece7-417f-a197-6bdb626a7523,
2025-03-08 04:56:13.741,250.0,,2025-03-08 04:56:13.744,2025-03-08 04:56:13.744,,,UTC-0800,u104vMWe/c,250.0,,com.sec.android.app.shealth,cf7d71af-a6ec-42a5-b994-6eadc0053639,
2025-03-08 04:56:14.165,250.0,,2025-03-08 04:56:14.169,2025-03-08 04:56:14.169,,,UTC-0800,u104vMWe/c,250.0,,com.sec.android.app.shealth,dc65a4f6-9bdb-44ed-a932-dbcd598c8542,
2025-03-08 04:56:17.500,250.0,,2025-03-08 04:56:17.505,2025-03-08 04:56:17.505,,,UTC-0800,u104vMWe/c,250.0,,com.sec.android.app.shealth,5af2f78b-3219-49e8-98a5-376ca712355c,
2025-03-13 19:51:04.066,250.0,,2025-03-13 19:51:04.068,2025-03-13 19:51:04.068,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,0c0d970d-28dd-4434-a646-ffe4810acc6c,
2025-03-12 04:53:41.153,250.0,,2025-03-12 04:53:41.158,2025-03-12 04:53:41.158,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,99e870ed-5d7a-4d34-9617-7f5a10185827,
2025-03-12 04:53:42.063,250.0,,2025-03-12 04:53:42.066,2025-03-12 04:53:42.066,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,c003d320-30bd-48fa-b234-cb16f1590de5,
2025-03-12 04:53:43.000,250.0,,2025-03-12 04:53:43.002,2025-03-12 04:53:43.002,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,7a2d6212-ec74-4f32-8077-55072483e744,
2025-03-04 19:01:59.451,250.0,,2025-03-04 19:01:59.454,2025-03-04 19:01:59.454,,,UTC-0800,u104vMWe/c,250.0,,com.sec.android.app.shealth,38eae5fb-b4ad-41de-a503-02a7ddcb463f,
2025-03-13 19:51:03.389,250.0,,2025-03-13 19:51:03.391,2025-03-13 19:51:03.391,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,a070760f-e7a6-4d52-8fc6-1b6c96987402,
2025-03-13 19:51:02.748,250.0,,2025-03-13 19:51:02.750,2025-03-13 19:51:02.750,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,acb1ceca-f500-4ee1-949e-a335dbd008f5,
2025-03-19 18:27:28.715,250.0,,2025-03-19 18:27:28.718,2025-03-19 18:27:28.718,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,50e152b4-1c6c-43f4-906b-2883be083741,
2025-03-20 19:42:50.064,250.0,,2025-03-20 19:42:50.066,2025-03-20 19:42:50.066,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,a63b3752-d4b7-43c8-9b1b-c2d1ed751a14,
2025-03-20 19:42:49.345,250.0,,2025-03-20 19:42:49.350,2025-03-20 19:42:49.350,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,b724406d-2fb9-4734-a7bd-a43d39df7386,
2025-03-23 00:27:58.235,250.0,,2025-03-23 00:27:58.238,2025-03-23 00:27:58.238,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,9b8f0fbc-2701-4947-99ef-154a18a2fad8,
2025-03-22 05:44:52.199,250.0,,2025-03-22 05:44:52.201,2025-03-22 05:44:52.201,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,e71c32ed-1cb8-44fb-b483-549a252565e2,
2025-03-22 05:44:53.669,250.0,,2025-03-22 05:44:53.671,2025-03-22 05:44:53.671,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,5099bcbb-7f0f-4b08-95e6-9c9b7f3034eb,
2025-03-22 05:44:57.310,250.0,,2025-03-22 05:44:57.312,2025-03-22 05:44:57.312,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,3fc3efaf-e06b-4f18-9531-72811fe18c17,
2025-03-23 00:27:57.348,250.0,,2025-03-23 00:27:57.352,2025-03-23 00:27:57.352,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,7ec48df4-88aa-4ce0-ab07-375fec13276f,
2025-03-24 05:25:34.002,250.0,,2025-03-24 05:25:34.004,2025-03-24 05:25:34.004,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,63d1e90f-a102-4379-b13c-b3d3a28bf654,
2025-03-24 05:25:37.912,250.0,,2025-03-24 05:25:37.914,2025-03-24 05:25:37.914,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,682b6f7b-8fc5-4986-bd57-e26cbae4acc3,
2025-03-24 05:25:39.599,250.0,,2025-03-24 05:25:39.601,2025-03-24 05:25:39.601,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,e6ec329a-22ce-4e9a-9b4d-810b72513c7b,
2025-03-24 05:25:41.855,250.0,,2025-03-24 05:25:41.860,2025-03-24 05:25:41.860,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,9a95bfc1-732b-4961-baec-31266a445b60,
2025-03-24 05:25:43.809,250.0,,2025-03-24 05:25:43.811,2025-03-24 05:25:43.811,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,ddf2f219-8459-4234-821d-ab1573d07f4f,
2025-03-26 03:29:56.138,250.0,,2025-03-26 03:29:56.140,2025-03-26 03:29:56.140,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,adf31ca8-6eab-469f-881d-c2b132053130,
2025-03-26 03:29:56.994,250.0,,2025-03-26 03:29:56.996,2025-03-26 03:29:56.996,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,fed7ab08-6b3f-4966-9563-f8ba91504115,
2025-03-26 03:29:58.415,250.0,,2025-03-26 03:29:58.417,2025-03-26 03:29:58.417,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,7b374bd7-f042-422f-981a-9f1791b851ad,
2025-03-26 03:30:41.914,250.0,,2025-03-26 03:30:41.916,2025-03-26 03:30:41.916,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,6a55b1ce-f4f6-4d63-bbe3-361bdc66abe4,
2025-03-26 18:01:21.660,250.0,,2025-03-26 18:01:21.670,2025-03-26 18:01:21.670,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,7eddfb81-2b14-4762-b092-e5ee1b44f678,
2025-03-26 22:23:41.713,250.0,,2025-03-26 22:23:41.716,2025-03-26 22:23:41.716,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,819e1008-7a87-403c-910c-27d7fceaf299,
2025-03-28 03:20:07.622,250.0,,2025-03-28 03:20:07.626,2025-03-28 03:20:07.626,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,477968a2-1830-4981-b164-4cbc1f811137,
2025-03-28 03:20:08.480,250.0,,2025-03-28 03:20:08.483,2025-03-28 03:20:08.483,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,331dc0ee-4dd4-48d1-8459-99b7b2ab0aff,
2025-03-28 03:20:09.575,250.0,,2025-03-28 03:20:09.578,2025-03-28 03:20:09.578,,,UTC-0700,u104vMWe/c,250.0,,com.sec.android.app.shealth,593addc8-f971-4cc3-800d-c80511bdc115,
